Model,Day,Case
Stochastic SD,30,10
Stochastic SD,30,8
Stochastic SD,30,12
Stochastic SD,30,10
Stochastic SD,30,7
Stochastic SD,30,14
Stochastic SD,30,9
Stochastic SD,30,10
Stochastic SD,30,16
Stochastic SD,30,17
Stochastic SD,30,8
Stochastic SD,30,13
Stochastic SD,30,12
Stochastic SD,30,11
Stochastic SD,30,9
Stochastic SD,30,11
Stochastic SD,30,9
Stochastic SD,30,11
Stochastic SD,30,14
Stochastic SD,30,13
Stochastic SD,30,12
Stochastic SD,30,11
Stochastic SD,30,9
Stochastic SD,30,9
Stochastic SD,30,9
Stochastic SD,30,10
Stochastic SD,30,12
Stochastic SD,30,7
Stochastic SD,30,9
Stochastic SD,30,8
Stochastic SD,30,10
Stochastic SD,30,11
Stochastic SD,30,9
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,9
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,9
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,8
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,9
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,9
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,2
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,2
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,9
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,10
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,9
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,2
Stochastic SD,60,2
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,2
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,9
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,9
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,8
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,2
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,10
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,12
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,2
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,10
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,2
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,2
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,2
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,9
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,9
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,2
Stochastic SD,60,3
Stochastic SD,60,2
Stochastic SD,60,2
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,9
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,1
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,11
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,9
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,2
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,9
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,9
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,2
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,9
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,9
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,9
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,10
Stochastic SD,60,7
Stochastic SD,60,8
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,2
Stochastic SD,60,8
Stochastic SD,60,3
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,2
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,2
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,6
Stochastic SD,60,11
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,9
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,9
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,2
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,6
Stochastic SD,60,9
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,4
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,4
Stochastic SD,60,7
Stochastic SD,60,6
Stochastic SD,60,12
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,5
Stochastic SD,60,10
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,8
Stochastic SD,60,8
Stochastic SD,60,4
Stochastic SD,60,3
Stochastic SD,60,7
Stochastic SD,60,9
Stochastic SD,60,9
Stochastic SD,60,4
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,8
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,5
Stochastic SD,60,5
Stochastic SD,60,3
Stochastic SD,60,4
Stochastic SD,60,2
Stochastic SD,60,6
Stochastic SD,60,5
Stochastic SD,60,7
Stochastic SD,60,3
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,4
Stochastic SD,90,5
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,0
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,4
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,5
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,4
Stochastic SD,90,5
Stochastic SD,90,4
Stochastic SD,90,4
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,4
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,4
Stochastic SD,90,1
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,5
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,4
Stochastic SD,90,5
Stochastic SD,90,3
Stochastic SD,90,4
Stochastic SD,90,4
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,3
Stochastic SD,90,4
Stochastic SD,90,2
Stochastic SD,90,4
Stochastic SD,90,3
Stochastic SD,90,1
Stochastic SD,90,3
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,5
Stochastic SD,90,1
Stochastic SD,90,4
Stochastic SD,90,3
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,4
Stochastic SD,90,2
Stochastic SD,90,3
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,1
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,2
Stochastic SD,90,4
Stochastic SD,90,4
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,4
Stochastic SD,90,1
Stochastic SD,90,2
Stochastic SD,90,1
Stochastic SD,90,3
Stochastic SD,90,1
