Network,IP,Compliance ,fShared,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,IShared90,NShared90,IShared180,NShared180,pIr90,pIr180,pIs90,pIs180,pIShared90,pIShared180,ORs90,RRs90
A,Const,0.8,20%,63.98255839,801.9566741,156.6572183,853.6679838,18.06656916,51.52262526,48.20911756,828.9442549,97.008773,832.8044291,27,262,65,264,79.8,183.5,58.2,116.5,103.1,246.2,1.86,1.77
A,Const,0.8,20%,63.42353099,798.9666551,100.6370425,831.8461425,15.79559916,34.33924589,45.66969737,828.8565357,83.53943748,832.4227644,34,263,45,264,79.4,121,55.1,100.4,129.3,170.5,2.55,2.35
A,Const,0.8,20%,45.66804293,794.4477464,80.50354458,822.4011693,12.15483758,28.40661378,43.01845185,828.7686382,81.40850919,832.2848314,21,262,35,264,57.5,97.9,51.9,97.8,80.2,132.6,1.59,1.54
A,Const,0.8,20%,42.69274932,792.2145153,77.46147679,818.9898369,10.52734245,27.07146687,43.56739843,828.8118743,79.8809884,832.1415993,20,262,33,265,53.9,94.6,52.6,96,76.3,124.5,1.49,1.45
A,Const,0.8,20%,106.6858626,809.6094036,141.5998551,858.865645,25.52000639,51.55830732,55.34942867,828.9276904,92.70839702,833.15353,45,262,58,269,131.8,164.9,66.8,111.3,171.8,215.6,2.9,2.57
A,Const,0.8,20%,43.85437758,790.8739908,80.74802693,823.2401088,9.214193586,29.57542616,42.77024403,828.7722303,78.73159625,832.2768494,29,262,40,263,55.5,98.1,51.6,94.6,110.7,152.1,2.29,2.14
A,Const,0.8,20%,48.70978945,793.2632207,106.5682796,835.2410654,11.74099659,38.37079495,43.89292555,828.7830719,82.98982588,832.3636043,19,262,38,264,61.4,127.6,53,99.7,72.5,143.9,1.4,1.37
A,Const,0.8,20%,50.50195459,797.7816745,87.99538296,825.2640635,14.90780542,30.82971778,44.3391628,828.8418075,80.25269708,832.2913955,20,262,34,266,63.3,106.6,53.5,96.4,76.3,127.8,1.46,1.43
A,Const,0.8,20%,53.38782022,793.4749054,83.32065375,823.2894705,11.65000582,28.69863373,43.79339291,828.7629682,80.47933947,832.3056765,23,262,35,264,67.3,101.2,52.8,96.7,87.8,132.6,1.72,1.66
A,Const,0.8,20%,25.22978153,788.4660138,82.06505386,817.4449325,7.168630734,27.78534338,39.23206645,828.7792134,80.15510633,832.0553657,13,262,40,264,32,100.4,47.3,96.3,49.6,151.5,1.05,1.05
A,Const,0.8,20%,56.56339496,796.9014737,90.76094194,827.0115744,14.24736793,31.33140845,44.71130539,828.880259,81.41862643,832.3773131,29,262,41,263,71,109.7,53.9,97.8,110.7,155.9,2.18,2.05
A,Const,0.8,20%,30.06971738,791.3366324,72.94450247,814.7247636,9.064100557,24.25244055,39.7267485,828.8197774,77.48017216,831.9920386,13,262,34,263,38,89.5,47.9,93.1,49.6,129.3,1.04,1.04
A,Const,0.8,20%,53.16205335,798.260746,108.4872029,834.1374035,15.26068052,37.70529404,44.96830736,828.8879854,85.26257353,832.5910447,24,263,50,265,66.6,130.1,54.3,102.4,91.3,188.7,1.75,1.68
A,Const,0.8,20%,40.05378737,793.3714243,64.44275005,815.1938447,11.15785278,23.07114689,41.64178418,828.7885813,77.17451203,832.1012427,22,262,36,263,50.5,79.1,50.2,92.7,84,136.9,1.73,1.67
A,Const,0.8,20%,31.32293647,790.335614,74.76833157,817.0070435,8.167989726,25.1571247,40.21480771,828.816257,78.37078793,832.203084,21,262,33,263,39.6,91.5,48.5,94.2,80.2,125.5,1.71,1.65
A,Const,0.8,20%,36.59643243,790.2402377,77.77959171,816.5990665,8.71983379,26.15484345,40.42771269,828.7491653,77.44159804,831.9902565,14,262,30,262,46.3,95.2,48.8,93.1,53.4,114.5,1.1,1.1
A,Const,0.8,20%,49.80558807,798.100215,75.93381945,821.9749434,14.86934959,27.0329273,45.35230448,828.8926639,79.95733071,832.4638261,18,263,30,264,62.4,92.4,54.7,96,68.4,113.6,1.27,1.25
A,Const,0.8,20%,52.12936523,793.8724249,93.71670854,828.4248794,11.38362584,32.61439866,42.47161359,828.773869,81.29591656,832.2360042,22,263,40,265,65.7,113.1,51.2,97.7,83.7,150.9,1.69,1.63
A,Const,0.8,20%,46.289331,791.4639749,103.5930923,831.8599114,10.06877819,36.32071406,42.26053503,828.783202,83.09280418,832.3162586,28,264,45,264,58.5,124.5,51,99.8,106.1,170.5,2.21,2.08
A,Const,0.8,20%,36.85241634,789.0546206,89.60539731,823.4271655,7.603937287,30.56792701,38.85067109,828.7730638,80.21790964,832.0374053,17,262,35,264,46.7,108.8,46.9,96.4,64.9,132.6,1.41,1.38
A,Const,0.8,20%,68.77269705,802.1044314,146.8836648,854.0882646,18.85841493,51.12871851,46.43372754,828.9007308,90.51623387,832.6768502,33,262,65,263,85.7,172,56,108.7,126,247.1,2.43,2.25
A,Const,0.8,20%,67.58845677,802.7613465,112.7104981,838.3631881,18.90448764,39.50431302,47.19512621,828.8672016,86.41132189,832.5358382,33,262,54,263,84.2,134.4,56.9,103.8,126,205.3,2.39,2.21
A,Const,0.8,20%,45.35568009,791.9684634,84.44983104,821.9243953,9.692895204,28.90964267,41.62451541,828.7961912,80.28169852,832.222613,17,263,31,263,57.3,102.7,50.2,96.5,64.6,117.9,1.31,1.29
A,Const,0.8,20%,32.5887899,791.5961883,87.96223829,819.1405237,9.36233406,27.28909691,40.53508194,828.7901073,82.07581269,832.1997601,13,262,38,264,41.2,107.4,48.9,98.6,49.6,143.9,1.02,1.01
A,Const,0.8,20%,24.32248304,787.4727536,91.18689461,824.0361963,5.8861884,32.26691282,38.77795982,828.7667169,84.16857188,832.1335434,13,262,47,264,30.9,110.7,46.8,101.1,49.6,178,1.06,1.06
A,Const,0.8,20%,39.74106865,793.9570436,79.78883584,821.4103095,11.97547988,28.41005924,42.11981603,828.8145726,79.30819529,832.1764751,13,262,28,263,50.1,97.1,50.8,95.3,49.6,106.5,0.98,0.98
A,Const,0.8,20%,28.37176117,792.2322338,44.54011297,805.1385501,9.745168712,16.179471,41.16042358,828.8638882,72.77304107,832.0252294,16,263,23,265,35.8,55.3,49.7,87.5,60.8,86.8,1.24,1.23
A,Const,0.8,20%,29.37556348,789.2260954,58.25913686,807.8930051,7.821458533,19.46840815,41.65772514,828.7958626,76.52199116,832.0041342,14,262,26,262,37.2,72.1,50.3,92,53.4,99.2,1.07,1.06
A,Const,0.8,20%,45.73473074,797.3711022,99.08882464,830.0610443,14.55053371,34.90771578,44.98832819,828.8635752,85.26632052,832.5668498,25,262,46,264,57.4,119.4,54.3,102.4,95.4,174.2,1.84,1.76
A,Const,0.8,20%,45.45002595,795.5688351,86.90792833,825.2346187,13.16814429,31.3155854,41.91677012,828.7980497,80.18472109,832.2401201,22,262,40,264,57.1,105.3,50.6,96.3,84,151.5,1.72,1.66
A,Const,0.8,20%,42.5690904,794.3757455,73.17606516,817.8431842,11.55264307,25.28376362,44.11916946,828.8279071,80.21852642,832.3035135,16,262,28,264,53.6,89.5,53.2,96.4,61.1,106.1,1.16,1.15
A,Const,0.8,20%,35.15580081,793.3261254,55.54579195,809.4635282,10.98369909,19.48620615,42.79793377,828.8694475,75.70699973,832.1619289,19,263,26,263,44.3,68.6,51.6,91,72.2,98.9,1.43,1.4
A,Const,0.8,20%,63.01545847,799.4264769,100.8611357,829.9452307,16.39831916,33.32091036,46.57408527,828.8558052,84.48944258,832.510923,26,262,46,265,78.8,121.5,56.2,101.5,99.2,173.6,1.85,1.77
A,Const,0.8,20%,36.86455892,795.2350991,91.0517216,826.3020505,12.10970914,32.76129301,42.50224486,828.8533046,82.20661463,832.303849,21,262,44,264,46.4,110.2,51.3,98.8,80.2,166.7,1.61,1.56
A,Const,0.8,20%,21.49319067,788.8715496,43.17957507,801.8520838,7.287052477,14.70158584,38.38741761,828.8183729,72.31241802,831.7919095,17,262,27,263,27.2,53.8,46.3,86.9,64.9,102.7,1.43,1.4
A,Const,0.8,20%,15.48661671,786.0667823,75.20711414,813.4392094,4.758384595,25.34410224,37.678612,828.7237623,77.18353488,831.8477143,9,262,26,263,19.7,92.5,45.5,92.8,34.4,98.9,0.75,0.76
A,Const,0.8,20%,99.7916787,813.2014274,141.6391596,856.6347179,27.58971846,49.46406034,54.23249236,829.0158632,92.48116673,833.1465299,40,263,57,264,122.7,165.3,65.4,111,152.1,215.9,2.56,2.32
A,Const,0.8,20%,54.20217216,799.2471051,81.66634304,823.7770758,15.94438027,28.57091313,45.52947247,828.885952,80.3358105,832.2710747,21,264,32,264,67.8,99.1,54.9,96.5,79.5,121.2,1.49,1.45
A,Const,0.8,20%,18.88256925,785.0200926,65.84909096,808.5374162,4.049511533,21.12355446,37.73969716,828.71645,75.99596495,831.824062,8,262,33,262,24.1,81.4,45.5,91.4,30.5,126,0.66,0.67
A,Const,0.8,20%,22.59116958,788.8517033,72.20393667,815.0722423,7.120485556,25.03475912,39.65122016,828.7751761,78.34169638,832.0623202,15,262,40,262,28.6,88.6,47.8,94.2,57.3,152.7,1.21,1.2
A,Const,0.8,20%,22.32191033,786.2395467,60.65794862,806.9368096,4.932287702,18.92333078,38.75919629,828.7338826,74.82322177,831.8942525,12,262,28,264,28.4,75.2,46.8,89.9,45.8,106.1,0.98,0.98
A,Const,0.8,20%,27.65045727,789.6560882,78.96970712,819.4405597,7.977615267,27.93759106,39.64150723,828.7954106,78.33813179,832.1317083,16,262,39,264,35,96.4,47.8,94.1,61.1,147.7,1.29,1.28
A,Const,0.8,20%,39.49090217,792.9057696,84.31308426,823.7219605,10.7988767,30.03710956,44.17925793,828.8217697,84.48194099,832.4046922,24,263,42,266,49.8,102.4,53.3,101.5,91.3,157.9,1.78,1.71
A,Const,0.8,20%,29.64202277,788.8218577,66.78680608,814.0080451,7.18246821,23.54562291,38.63190881,828.7660213,75.88614637,831.9998389,11,262,29,262,37.6,82,46.6,91.2,42,110.7,0.9,0.9
A,Const,0.8,20%,37.06385793,794.1814497,80.6873234,821.3107467,11.76763761,28.17619282,42.70952122,828.8274644,81.32259799,832.2780834,21,264,46,267,46.7,98.2,51.5,97.7,79.5,172.3,1.59,1.54
A,Const,0.8,20%,23.84336089,788.7504184,51.09308324,805.6106381,7.26852185,17.44944083,39.43619338,828.7790625,74.53876279,831.9614878,14,262,26,263,30.2,63.4,47.6,89.6,53.4,98.9,1.13,1.12
A,Const,0.8,20%,34.86939355,792.3227327,62.03058095,811.3693373,10.27600353,21.28562872,41.52889676,828.8256271,77.78907866,832.1979602,20,263,34,265,44,76.5,50.1,93.5,76,128.3,1.56,1.52
A,Const,0.8,20%,16.70104843,784.565705,76.4241559,814.3537107,3.717314871,25.71814972,36.88446899,828.7103094,80.55100995,831.9284471,11,262,36,264,21.3,93.8,44.5,96.8,42,136.4,0.94,0.94
A,Const,0.8,20%,22.22328385,786.7788746,54.97251034,807.406602,5.982267587,19.68012243,38.96037679,828.7125826,73.75998902,831.831456,16,262,31,262,28.2,68.1,47,88.7,61.1,118.3,1.32,1.3
A,Const,0.8,20%,43.38089317,796.3274114,75.04784727,820.6289295,13.3640732,27.33183654,44.01166679,828.856685,79.04458377,832.2366466,18,263,32,266,54.5,91.5,53.1,95,68.4,120.3,1.31,1.29
A,Const,0.8,20%,26.19773223,788.6083506,52.86418359,804.4484828,7.467071351,16.7972849,40.26174475,828.7496202,74.13204044,831.8572849,13,262,28,262,33.2,65.7,48.6,89.1,49.6,106.9,1.02,1.02
A,Const,0.8,20%,31.81255599,790.208446,117.2454326,831.93005,8.040527142,38.68464458,41.3623582,828.844495,86.73622858,832.2877255,16,262,52,262,40.3,140.9,49.9,104.2,61.1,198.5,1.24,1.22
A,Const,0.8,20%,65.60758849,801.4290623,108.5452183,838.267905,18.29644131,38.96537852,48.18738222,828.8644105,89.10324294,832.7483949,25,262,43,264,81.9,129.5,58.1,107,95.4,162.9,1.71,1.64
A,Const,0.8,20%,25.28061672,790.2530475,49.72725819,804.1481866,8.291948653,16.09158924,40.84641552,828.8667559,74.22572485,832.0074678,16,262,26,262,32,61.8,49.3,89.2,61.1,99.2,1.25,1.24
A,Const,0.8,20%,26.06525822,789.9587757,66.72034143,812.5585722,7.932502145,22.67934663,40.8314217,828.829254,76.71575842,832.0710492,15,263,32,265,33,82.1,49.3,92.2,57,120.8,1.17,1.16
A,Const,0.8,20%,38.93662105,793.7019174,77.45178542,816.939579,11.76153023,26.32503781,41.7214869,828.7783591,79.47148031,832.0449052,18,263,39,264,49.1,94.8,50.3,95.5,68.4,147.7,1.39,1.36
A,Const,0.8,20%,69.92035347,804.3688498,115.2638153,838.9736183,20.65280474,39.7207541,49.37874656,828.8970037,87.59405691,832.6569111,26,262,39,263,86.9,137.4,59.6,105.2,99.2,148.3,1.74,1.67
A,Const,0.8,20%,25.42895397,790.5485263,62.29069924,811.3446751,8.564137455,21.70669819,39.85732097,828.8096244,76.93200339,831.9900037,16,263,30,264,32.2,76.8,48.1,92.5,60.8,113.6,1.28,1.27
A,Const,0.8,20%,49.55611871,795.6228801,97.63101768,829.6816494,12.78808374,33.36098222,46.13748053,828.8708501,83.30099486,832.4492983,25,262,43,263,62.3,117.7,55.7,100.1,95.4,163.5,1.79,1.71
A,Const,0.8,20%,44.28320258,793.3635841,79.54873081,821.9628621,10.9749522,28.08483576,41.94484159,828.7936376,80.68765786,832.2969892,23,262,35,265,55.8,96.8,50.6,96.9,87.8,132.1,1.81,1.73
A,Const,0.8,20%,55.04953623,801.5509989,84.54887747,824.4543704,17.91036306,29.19171834,47.78290748,828.9966042,83.40484091,832.7490982,21,262,35,263,68.7,102.6,57.6,100.2,80.2,133.1,1.42,1.39
A,Const,0.8,20%,23.15111759,788.7255678,76.64409565,815.3234624,7.143537077,25.24701801,39.7326634,828.7531683,78.09607253,831.9944584,17,262,38,264,29.4,94,47.9,93.9,64.9,143.9,1.38,1.35
A,Const,0.8,20%,28.44513006,791.2218165,52.80555139,807.2088794,9.402418115,18.68090831,39.2536704,828.787833,73.61729783,831.8956401,14,262,23,262,36,65.4,47.4,88.5,53.4,87.8,1.14,1.13
A,Const,0.8,20%,37.09261491,794.1978549,91.82917163,825.6705315,11.62015318,31.83048431,42.27546258,828.8756848,83.12401823,832.3436451,21,262,44,263,46.7,111.2,51,99.9,80.2,167.3,1.62,1.57
A,Const,0.8,20%,47.49544524,796.8983201,100.6408083,826.7581578,13.57950217,31.86175856,43.91339257,828.8804202,83.46182801,832.3581183,23,262,50,265,59.6,121.7,53,100.3,87.8,188.7,1.72,1.66
A,Const,0.8,20%,29.33098467,786.9094003,111.0218185,832.0488154,5.78656669,38.68176288,40.53594109,828.7700567,85.59213825,832.2498497,17,263,50,263,37.3,133.4,48.9,102.8,64.6,190.1,1.34,1.32
A,Const,0.8,20%,39.35246455,793.3971877,82.99660643,822.1425728,11.24507089,29.1493691,40.83533871,828.7577039,78.34515635,832.0880242,17,263,35,266,49.6,101,49.3,94.2,64.6,131.6,1.33,1.31
A,Const,0.8,20%,55.9240036,800.9485658,92.9911141,829.7425919,17.44612242,32.75061697,47.74512263,828.8619343,83.94817445,832.601669,25,262,36,264,69.8,112.1,57.6,100.8,95.4,136.4,1.73,1.66
A,Const,0.8,20%,33.69347876,790.8969102,70.27396847,814.1947725,8.715962358,23.63558932,42.26768161,828.8091012,77.70553238,832.0671376,13,262,33,264,42.6,86.3,51,93.4,49.6,125,0.97,0.97
A,Const,0.8,20%,46.8826982,794.8225615,100.7833714,829.1494215,12.75708209,34.13696579,43.5055091,828.8593877,85.16206592,832.355732,19,263,50,267,59,121.6,52.5,102.3,72.2,187.3,1.41,1.38
A,Const,0.8,20%,23.30555857,789.1019422,50.30437816,806.8684024,7.28171383,18.08185336,38.47616787,828.7591509,73.34334207,831.8725814,12,262,23,262,29.5,62.3,46.4,88.2,45.8,87.8,0.99,0.99
A,Const,0.8,20%,45.12592706,798.7264577,78.38496031,820.1359717,15.07187481,26.30356261,43.56844385,828.9313816,81.03417354,832.4274078,18,262,34,264,56.5,95.6,52.6,97.3,68.7,128.8,1.33,1.31
A,Const,0.8,20%,82.98117682,812.9620013,100.2248913,836.9978597,27.88437554,35.62995177,50.8259209,828.9119549,83.60120202,832.71906,33,264,42,267,102.1,119.7,61.3,100.4,125,157.3,2.19,2.04
A,Const,0.8,20%,13.67688159,784.139775,62.67587758,806.6013457,3.447743674,19.8025558,38.10364277,828.7778373,78.43873025,832.0468267,7,262,24,264,17.4,77.7,46,94.3,26.7,90.9,0.57,0.58
A,Const,0.8,20%,39.63839643,789.4635026,102.326268,825.3827916,8.00028017,32.78139472,42.1070219,828.8004697,83.41840832,832.2293686,20,263,47,267,50.2,124,50.8,100.2,76,176,1.54,1.5
A,Const,0.8,20%,34.21802776,791.71174,69.3433289,813.5661771,9.546962748,23.01509119,40.59454951,828.7659729,77.43650027,832.0586275,19,263,34,264,43.2,85.2,49,93.1,72.2,128.8,1.51,1.47
A,Const,0.8,20%,27.76342671,791.1218161,50.62872436,807.1587271,9.284529016,17.99601042,40.25302604,828.8277363,74.04574864,831.9418816,13,262,22,264,35.1,62.7,48.6,89,49.6,83.3,1.02,1.02
A,Const,0.8,20%,27.5695356,788.6404682,60.59111981,805.5313554,6.971761114,17.03348458,40.58693707,828.7389756,75.2184135,831.9341448,17,263,30,264,35,75.2,49,90.4,64.6,113.6,1.34,1.32
A,Const,0.8,20%,45.70272565,797.4467816,81.18637198,825.0166299,14.33100614,30.01451249,45.40040432,828.8898363,81.81685861,832.4703738,27,263,43,265,57.3,98.4,54.8,98.3,102.7,162.3,1.97,1.87
A,Const,0.8,20%,97.33108407,817.2609929,131.5678391,853.3606835,30.93214912,46.98399385,56.0630565,829.0738998,91.88366231,833.2303212,42,262,56,263,119.1,154.2,67.6,110.3,160.3,212.9,2.63,2.37
A,Const,0.8,20%,44.52442312,795.8617136,87.43109116,826.7294607,13.27633957,31.60766145,43.39417104,828.8337017,83.0847212,832.3972237,32,263,46,265,55.9,105.8,52.4,99.8,121.7,173.6,2.51,2.32
A,Const,0.8,20%,37.80273798,794.8917225,75.43812289,819.8834244,11.95969746,26.49436784,42.09119393,828.8387105,79.62427861,832.2220652,24,264,39,265,47.6,92,50.8,95.7,90.9,147.2,1.87,1.79
A,Const,0.8,20%,25.05903334,789.650254,67.41827689,812.6544338,7.925353356,22.78168647,39.79462394,828.7636361,78.11344216,832.0129878,15,262,33,263,31.7,83,48,93.9,57.3,125.5,1.2,1.19
A,Const,0.8,20%,43.07633485,798.0696506,134.2074927,841.3277549,14.77708926,45.43517403,43.57690633,828.9049152,92.66281807,832.4473473,17,262,57,263,54,159.5,52.6,111.3,64.9,216.7,1.25,1.23
A,Const,0.8,20%,51.27670457,800.3863295,72.92947688,818.9753471,16.63390706,24.82322323,43.74017811,828.8791695,77.65797446,832.2707427,24,263,38,265,64.1,89,52.8,93.3,91.3,143.4,1.8,1.73
A,Const,0.8,20%,38.95071545,791.2912882,102.4601392,830.1227498,9.277108079,34.85226821,41.71784143,828.7712549,84.32042066,832.293344,22,262,47,267,49.2,123.4,50.3,101.3,84,176,1.73,1.67
A,Const,0.8,20%,58.86783934,793.3981175,100.7744261,831.797191,11.49137984,35.1416819,44.07679017,828.8181206,84.21424955,832.4527872,32,262,52,264,74.2,121.2,53.2,101.2,122.1,197,2.48,2.3
A,Const,0.8,20%,56.97530712,801.6345688,94.73268934,829.4349165,17.85042734,32.8226814,43.05350157,828.8345609,80.22251105,832.2742607,26,262,41,264,71.1,114.2,51.9,96.4,99.2,155.3,2.01,1.91
A,Const,0.8,20%,63.83927146,799.0179925,117.6222854,839.8523802,16.88601665,41.33511612,46.35939765,828.764985,86.3367182,832.4506148,30,262,56,265,79.9,140.1,55.9,103.7,114.5,211.3,2.18,2.05
A,Const,0.8,20%,16.66468468,786.2620326,89.4526265,820.3115909,5.12478334,31.21404515,38.55160362,828.7958344,84.22288945,832.0993534,15,262,43,265,21.2,109,46.5,101.2,57.3,162.3,1.24,1.23
A,Const,0.8,20%,46.92566752,794.0229176,117.6322627,838.8927154,11.92412397,41.92400697,44.41769822,828.7999892,91.27748651,832.5523982,26,262,54,267,59.1,140.2,53.6,109.6,99.2,202.2,1.95,1.85
A,Const,0.8,20%,38.26341137,792.498731,110.7042012,831.2952416,10.58782071,36.9699292,41.56135582,828.785479,85.95824679,832.0967586,18,262,41,262,48.3,133.2,50.1,103.3,68.7,156.5,1.4,1.37
A,Const,0.8,20%,35.32282517,793.733776,64.95775415,814.0492072,11.40404785,22.73918168,41.94411223,828.8111492,77.37009123,832.1927911,14,262,23,262,44.5,79.8,50.6,93,53.4,87.8,1.06,1.06
A,Const,0.8,20%,33.52948242,791.1491261,99.92095335,827.2964364,9.125087903,33.66460591,40.53575577,828.8169806,83.45851861,832.2596602,21,264,49,264,42.4,120.8,48.9,100.3,79.5,185.6,1.68,1.63
A,Const,0.8,20%,25.18048577,788.0466511,41.51160157,801.4601186,6.795457247,14.35263915,39.41769574,828.766252,71.93695397,831.8905907,15,262,26,266,32,51.8,47.6,86.5,57.3,97.7,1.22,1.2
A,Const,0.8,20%,32.54048781,790.9893909,79.5549063,815.6006386,9.457086336,25.30816553,40.69702254,828.7591361,78.00432524,832.1016317,10,262,42,264,41.1,97.5,49.1,93.7,38.2,159.1,0.77,0.78
A,Const,0.8,20%,38.50900335,789.4065452,91.83844926,826.4271697,7.991117896,32.51038078,41.34217974,828.7685851,81.80066639,832.2979344,21,263,39,264,48.8,111.1,49.9,98.3,79.8,147.7,1.65,1.6
A,Const,0.8,20%,26.23705554,788.2424175,46.59278731,802.9239953,6.843706684,15.28499429,40.24103164,828.8128954,73.59942887,831.9968513,16,263,26,263,33.3,58,48.6,88.5,60.8,98.9,1.27,1.25
A,Const,0.8,20%,29.72702611,790.0162312,81.38030626,818.8343466,8.108879689,28.03816359,40.69462731,828.802571,81.92935839,832.1593253,12,262,34,263,37.6,99.4,49.1,98.5,45.8,129.3,0.93,0.93
A,Const,0.8,20%,16.83001841,784.8637382,90.0298522,822.4293443,3.911633011,32.10434256,38.05864208,828.8145092,83.09838047,832.197857,11,262,45,263,21.4,109.5,45.9,99.9,42,171.1,0.91,0.91
A,Const,0.8,20%,55.69614706,797.8010863,85.06004836,826.5932118,14.87705005,30.73838406,44.69198167,828.8478299,80.54042717,832.436583,30,262,45,265,69.8,102.9,53.9,96.8,114.5,169.8,2.27,2.12
A,Const,0.8,20%,24.33510336,788.9152143,86.6664687,821.690314,7.448742446,30.45359975,40.42640768,828.8002498,81.89288756,832.1856942,15,263,33,264,30.8,105.5,48.8,98.4,57,125,1.18,1.17
A,Const,0.8,20%,17.32609395,784.4336505,47.22640691,800.5807803,3.799341247,14.75853098,37.85619127,828.7541476,72.43692418,831.8088097,12,262,26,264,22.1,59,45.7,87.1,45.8,98.5,1,1
A,Const,0.8,20%,15.78665419,784.9517925,40.65599804,798.169203,4.087904274,12.84200635,36.9626474,828.7391747,71.42931827,831.5932208,8,262,22,263,20.1,50.9,44.6,85.9,30.5,83.7,0.67,0.68
A,Const,0.8,20%,19.21066216,785.5829074,101.3512627,825.7642933,4.458942346,34.22906923,38.22519474,828.7647583,85.61394559,832.1907284,12,262,40,264,24.5,122.7,46.1,102.9,45.8,151.5,0.99,0.99
A,Const,0.8,20%,37.09503068,795.1828303,82.43912486,823.1378769,12.63085441,29.77447956,43.06432759,828.874547,79.89469001,832.1822377,22,262,39,263,46.6,100.2,52,96,84,148.3,1.67,1.62
A,Const,0.8,20%,28.21824627,791.2275364,67.01456725,813.2255993,9.293211742,22.62244136,40.81724856,828.8531375,78.12634618,832.1540098,20,262,38,267,35.7,82.4,49.2,93.9,76.3,142.3,1.6,1.55
A,Const,0.8,20%,28.77656543,788.9487297,49.66577115,805.3796306,7.3438057,16.87373301,40.93280946,828.7939916,74.09212935,832.0244816,20,262,31,262,36.5,61.7,49.4,89.1,76.3,118.3,1.59,1.55
A,Const,0.8,20%,71.50346299,804.2015512,132.2549516,842.1343534,19.96571998,42.14265192,51.13617165,828.9399565,93.38979456,832.7337359,25,264,51,265,88.9,157,61.7,112.1,94.7,192.5,1.59,1.54
A,Const,0.8,20%,35.81588227,791.9279603,90.35986444,815.03969,9.688375939,24.66347539,41.42886727,828.850349,81.71145825,832.0471749,14,262,35,264,45.2,110.9,50,98.2,53.4,132.6,1.07,1.07
A,Const,0.8,20%,25.72699627,790.1363419,63.74844708,811.0228238,8.263990401,21.70571363,37.99753951,828.8114518,74.76336616,831.9657187,16,263,32,264,32.6,78.6,45.8,89.9,60.8,121.2,1.35,1.33
A,Const,0.8,20%,24.96080743,786.6671005,73.56782089,815.1214234,5.508193803,24.96240698,39.22166866,828.7631785,78.79788567,832.0470493,13,262,37,262,31.7,90.3,47.3,94.7,49.6,141.2,1.05,1.05
A,Const,0.8,20%,63.31906689,797.6021321,118.9097771,841.7268936,15.01248749,41.40945378,47.49085205,828.8380848,89.62748692,832.7528029,38,262,58,265,79.4,141.3,57.3,107.6,145,218.9,2.79,2.53
A,Const,0.8,20%,43.14335275,797.2267727,105.23394,823.7485102,14.35398319,30.0216904,41.34000331,828.8269888,80.84256014,832.0321069,18,263,47,267,54.1,127.8,49.9,97.2,68.4,176,1.4,1.37
A,Const,0.8,20%,29.42411318,788.8914898,115.2394956,830.9170211,7.366851437,38.46096731,41.11568487,828.8033602,88.41032748,832.1982462,9,262,38,263,37.3,138.7,49.6,106.2,34.4,144.5,0.68,0.69
A,Const,0.8,20%,43.91396184,796.9926077,88.08031225,825.4983493,13.89569498,30.80976921,42.704166,828.8319292,81.55958134,832.2148597,16,262,33,262,55.1,106.7,51.5,98,61.1,126,1.2,1.19
A,Const,0.8,20%,21.4580084,788.4213972,55.85056946,806.223898,7.053739274,18.36529832,39.57073843,828.797005,75.70990082,832.0212498,10,262,30,262,27.2,69.3,47.7,91,38.2,114.5,0.79,0.8
A,Const,0.8,20%,28.09726897,789.660609,57.86426321,809.1119453,8.158155659,19.67767049,39.48060542,828.7948938,75.5303144,831.9604037,16,263,31,264,35.6,71.5,47.6,90.8,60.8,117.4,1.3,1.28
A,Const,0.8,20%,71.19445168,799.2075607,161.8918004,863.2823232,16.77951245,57.62330855,50.98257848,828.8405079,99.05815045,833.1627372,32,263,70,266,89.1,187.5,61.5,118.9,121.7,263.2,2.11,1.98
A,Const,0.8,20%,48.1163678,795.0670808,131.2569641,845.7813959,12.26235493,47.07130374,42.94559993,828.837634,87.8626258,832.4817056,23,262,57,266,60.5,155.2,51.8,105.5,87.8,214.3,1.76,1.69
A,Const,0.8,20%,37.42048411,789.2647563,105.3609751,828.7813602,7.991451492,35.19254216,40.29664814,828.7597472,83.63605066,832.2219202,19,262,50,263,47.4,127.1,48.6,100.5,72.5,190.1,1.53,1.49
A,Const,0.8,20%,17.64904072,785.1854228,126.6874333,836.5954582,4.195188927,42.72934852,38.71994727,828.788595,89.6887246,832.2622432,10,262,54,264,22.5,151.4,46.7,107.8,38.2,204.5,0.81,0.82
A,Const,0.8,20%,46.90219729,795.3232862,79.47994103,818.4888653,12.71534346,25.51951286,42.91928148,828.830967,78.91047658,832.1183432,24,262,43,263,59,97.1,51.8,94.8,91.6,163.5,1.85,1.77
A,Const,0.8,20%,43.68689584,796.025003,69.28165025,816.6576241,13.38913636,24.16205204,44.09015304,828.8295437,79.14511269,832.2154139,19,262,30,264,54.9,84.8,53.2,95.1,72.5,113.6,1.39,1.36
A,Const,0.8,20%,95.01729542,810.1406529,144.2963472,858.2600771,25.95096568,52.56188565,52.60002557,828.9455293,95.15879548,833.1246684,42,262,60,263,117.3,168.1,63.5,114.2,160.3,228.1,2.82,2.53
