Network,IP,Compliance ,fShared,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,IShared90,NShared90,IShared180,NShared180,pIr90,pIr180,pIs90,pIs180,pIShared90,pIShared180,ORs90,RRs90
B,"Beta (5, 266)",0.8,15%,74.45964028,802.1574173,119.6121035,843.9550248,19.26950964,42.62478249,57.94704295,922.004267,100.2602926,926.4876523,34,196,46,199,92.8,141.7,62.8,108.2,173.5,231.2,3.13,2.76
B,"Beta (5, 266)",0.8,15%,55.35708024,798.0452282,79.84804372,822.707608,15.12129976,27.89602969,51.42145453,921.9671002,92.75035822,926.0349955,20,196,30,197,69.4,97.1,55.8,100.2,102,152.3,1.92,1.83
B,"Beta (5, 266)",0.8,15%,41.41615382,793.9380841,95.41211932,825.5869752,11.74593334,31.92859158,49.20201309,921.9192071,99.67554525,925.9064405,16,197,27,201,52.2,115.6,53.4,107.7,81.2,134.3,1.57,1.52
B,"Beta (5, 266)",0.8,15%,74.08560707,802.4847072,104.272191,835.2314481,19.71970336,36.43352948,54.35172362,921.946437,98.66343862,926.1456108,27,196,38,196,92.3,124.8,59,106.5,137.8,193.9,2.55,2.34
B,"Beta (5, 266)",0.8,15%,40.18655202,795.1267299,80.60016405,820.2449439,12.1693228,27.67462248,48.63576668,921.9829174,91.40746872,925.8197332,14,197,27,198,50.5,98.3,52.8,98.7,71.1,136.4,1.37,1.35
B,"Beta (5, 266)",0.8,15%,16.04772822,785.2783129,70.62826499,810.9967951,4.306088155,23.79044494,41.50290102,921.7815502,88.35381453,925.2001919,9,196,36,197,20.4,87.1,45,95.5,45.9,182.7,1.02,1.02
B,"Beta (5, 266)",0.8,15%,70.14806151,799.937688,220.2679612,879.7946637,16.79041499,73.29458342,57.19074341,921.9544496,135.5047504,927.0469958,27,197,82,201,87.7,250.4,62,146.2,137.1,408,2.4,2.21
B,"Beta (5, 266)",0.8,15%,126.4555754,811.7024494,256.8224729,911.3230772,28.26615784,91.63366174,83.21394831,922.0565354,157.8323732,928.6899104,47,196,76,202,155.8,281.8,90.2,170,239.8,376.2,3.18,2.66
B,"Beta (5, 266)",0.8,15%,51.43580221,798.305642,111.2389092,832.8743669,14.98466915,36.46266759,51.72085676,922.0252803,99.75929777,926.2165957,14,196,34,198,64.4,133.6,56.1,107.7,71.4,171.7,1.29,1.27
B,"Beta (5, 266)",0.8,15%,33.88274336,791.5368001,93.42980753,818.6834389,9.301772249,26.85434775,45.50246201,921.8801752,94.93978095,925.6265779,16,196,33,199,42.8,114.1,49.4,102.6,81.6,165.8,1.71,1.65
B,"Beta (5, 266)",0.8,15%,25.46751643,788.4017691,51.82665763,806.9581966,6.8914711,18.28613989,44.31091772,921.876393,83.52802818,925.4078521,12,197,26,199,32.3,64.2,48.1,90.3,60.9,130.7,1.28,1.27
B,"Beta (5, 266)",0.8,15%,115.5147634,821.6105148,152.6805051,864.8109879,35.14187693,54.04209776,75.16745646,922.335207,118.8316491,927.8607653,40,197,46,199,140.6,176.5,81.5,128.1,203,231.2,2.87,2.49
B,"Beta (5, 266)",0.8,15%,23.81873643,788.1714103,63.81879754,810.7142897,7.048412864,22.1082554,43.98517818,921.8150875,91.04569642,925.505188,7,196,18,197,30.2,78.7,47.7,98.4,35.7,91.4,0.74,0.75
B,"Beta (5, 266)",0.8,15%,29.64524112,789.7005108,100.9805817,822.5716005,8.167852466,31.22842206,46.50546351,921.8935499,103.1129818,925.8370915,17,197,39,197,37.5,122.8,50.4,111.4,86.3,198,1.78,1.71
B,"Beta (5, 266)",0.8,15%,18.13630977,785.6777356,38.60598011,798.0210565,4.579738294,12.12461591,42.18218224,921.8349899,80.21439621,925.09278,14,197,21,197,23.1,48.4,45.8,86.7,71.1,106.6,1.6,1.55
B,"Beta (5, 266)",0.8,15%,20.20058949,786.4350071,62.50798301,808.4236039,5.289039772,20.61910336,42.30875358,921.8424525,85.8497597,925.4242531,11,196,28,198,25.7,77.3,45.9,92.8,56.1,141.4,1.24,1.22
B,"Beta (5, 266)",0.8,15%,54.33252766,799.6752757,73.00962512,820.0600801,16.25746348,25.7063878,50.9452455,921.9452434,89.34882864,925.889942,19,196,26,197,67.9,89,55.3,96.5,96.9,132,1.84,1.75
B,"Beta (5, 266)",0.8,15%,40.2008131,791.8483611,109.9084741,829.6402905,9.864926697,35.64215637,49.27851732,921.9073754,97.08167135,925.9984477,17,197,43,198,50.8,132.5,53.5,104.8,86.3,217.2,1.67,1.61
B,"Beta (5, 266)",0.8,15%,21.89426166,787.6374814,70.10460894,813.5887869,6.557537414,24.16606121,43.31831422,921.8681785,90.74586892,925.5093752,8,196,28,196,27.8,86.2,47,98,40.8,142.9,0.86,0.87
B,"Beta (5, 266)",0.8,15%,150.2365936,820.0908469,305.9027265,925.1085312,35.38865048,102.2041066,88.51256976,922.3099098,174.4748542,929.4492201,49,196,89,200,183.2,330.7,96,187.7,250,445,3.14,2.61
B,"Beta (5, 266)",0.8,15%,122.4905469,808.6188323,176.4103196,872.7976663,24.87187574,61.76159048,75.96723443,922.0622768,126.1756663,927.6502432,38,196,54,200,151.5,202.1,82.4,136,193.9,270,2.68,2.35
B,"Beta (5, 266)",0.8,15%,13.05631957,784.5980281,37.61497369,795.8447928,3.915503301,11.40631418,41.42571041,921.8226189,80.02322083,925.2002704,6,196,14,197,16.6,47.3,44.9,86.5,30.6,71.1,0.67,0.68
B,"Beta (5, 266)",0.8,15%,29.86346698,788.9177917,84.29457954,820.3208878,7.401041589,28.4445951,46.24505746,921.8591631,96.45951455,925.9366583,13,196,35,197,37.9,102.8,50.2,104.2,66.3,177.7,1.35,1.32
B,"Beta (5, 266)",0.8,15%,40.37572841,791.6404246,93.75960706,820.7176762,9.838104027,28.7325503,48.59557335,921.902913,94.50670447,925.8169781,15,196,37,198,51,114.2,52.7,102.1,76.5,186.9,1.49,1.45
B,"Beta (5, 266)",0.8,15%,36.24001744,790.9205969,86.78664454,822.3664329,8.909774061,30.17077289,48.69480036,921.9332677,94.10726454,925.7193255,17,197,31,198,45.8,105.5,52.8,101.7,86.3,156.6,1.69,1.63
B,"Beta (5, 266)",0.8,15%,48.92071515,797.1881407,85.36628439,825.616677,14.55601082,30.6527269,52.26613241,922.047008,94.27648526,926.1700771,19,196,31,198,61.4,103.4,56.7,101.8,96.9,156.6,1.79,1.71
B,"Beta (5, 266)",0.8,15%,11.99912148,784.3427836,53.16740864,802.9822949,3.679418534,17.04829035,39.82512921,921.8103068,83.34556913,925.2365663,9,196,24,197,15.3,66.2,43.2,90.1,45.9,121.8,1.07,1.06
B,"Beta (5, 266)",0.8,15%,27.42870822,787.1573794,54.09380737,807.1616637,5.651592831,18.61220657,45.59992793,921.8890337,87.77275854,925.4600227,15,197,22,197,34.8,67,49.5,94.8,76.1,111.7,1.58,1.54
B,"Beta (5, 266)",0.8,15%,15.45554382,784.867172,37.88079731,797.5935012,4.070254082,12.22486777,40.49212409,921.8097832,79.10704435,925.1586025,9,196,16,198,19.7,47.5,43.9,85.5,45.9,80.8,1.05,1.05
B,"Beta (5, 266)",0.8,15%,59.20641976,794.8803495,119.6599882,840.6556279,12.63634434,42.18911029,58.52289607,921.8865872,114.0456237,926.7132544,20,196,42,201,74.5,142.3,63.5,123.1,102,209,1.68,1.61
B,"Beta (5, 266)",0.8,15%,141.8820101,819.5684709,217.1901693,892.5023077,34.73931074,75.77543209,94.28493595,922.3508954,150.2096094,929.2696125,61,196,84,200,173.1,243.3,102.2,161.6,311.2,420,3.97,3.04
B,"Beta (5, 266)",0.8,15%,24.01403322,786.2962058,50.83964606,803.260427,5.420548687,16.63258196,44.60066221,921.8313454,85.41350778,925.3843183,13,197,29,199,30.5,63.3,48.4,92.3,66,145.7,1.39,1.36
B,"Beta (5, 266)",0.8,15%,59.04770508,797.2960415,118.4922085,839.8815898,14.99596151,41.80712282,53.14325243,921.9658837,101.6415649,926.3321266,30,197,47,197,74.1,141.1,57.6,109.7,152.3,238.6,2.94,2.64
B,"Beta (5, 266)",0.8,15%,18.91773819,786.8005369,71.66901546,813.4463855,5.632307626,24.35240769,43.3263729,921.8222131,87.27293089,925.5064982,11,197,29,198,24,88.1,47,94.3,55.8,146.5,1.2,1.19
B,"Beta (5, 266)",0.8,15%,18.16770987,786.3368675,92.66505713,819.8969717,5.009339719,29.32148926,42.04325448,921.843753,95.8008057,925.5911714,17,196,40,196,23.1,113,45.6,103.5,86.7,204.1,1.99,1.9
B,"Beta (5, 266)",0.8,15%,13.88602725,783.1219557,37.63481548,799.1206353,2.609554272,13.64185583,40.88394509,921.8178511,80.25914669,925.1414666,7,196,18,197,17.7,47.1,44.4,86.8,35.7,91.4,0.8,0.81
B,"Beta (5, 266)",0.8,15%,28.58202189,789.5310656,49.05278949,804.2794794,7.940579561,16.00533381,46.70717387,921.911246,85.75502511,925.5260992,14,196,24,198,36.2,61,50.7,92.7,71.4,121.2,1.44,1.41
B,"Beta (5, 266)",0.8,15%,25.69583305,787.9008301,71.80196761,806.4986038,6.556397689,18.47969842,46.30688304,921.8616289,91.43245167,925.5776298,13,196,31,197,32.6,89,50.2,98.8,66.3,157.4,1.34,1.32
B,"Beta (5, 266)",0.8,15%,38.43664282,794.4362231,72.86602159,816.6791105,11.9632471,24.32795668,52.37124867,921.9905512,92.60711228,926.1597819,14,196,32,196,48.4,89.2,56.8,100,71.4,163.3,1.28,1.26
B,"Beta (5, 266)",0.8,15%,52.96920127,796.4092568,116.2707591,834.1103768,13.52223397,37.35579033,54.64345085,922.0454347,109.2783631,926.4604974,19,196,49,196,66.5,139.4,59.3,118,96.9,250,1.7,1.64
B,"Beta (5, 266)",0.8,15%,36.63799608,788.46769,168.3402899,831.4890662,7.178975364,38.62083303,48.48433011,921.8875833,119.9435835,926.0010811,9,196,50,197,46.5,202.5,52.6,129.5,45.9,253.8,0.87,0.87
B,"Beta (5, 266)",0.8,15%,139.4720775,814.6325019,225.9204273,898.3093233,30.17899217,80.47745648,93.69409823,922.2782672,156.5426119,929.2039381,44,196,70,200,171.2,251.5,101.6,168.5,224.5,350,2.56,2.21
B,"Beta (5, 266)",0.8,15%,35.12697684,793.7349441,79.46867355,817.5651541,11.30585157,25.47857193,47.89567415,921.9704281,92.65566571,925.7525284,13,196,34,197,44.3,97.2,51.9,100.1,66.3,172.6,1.3,1.28
B,"Beta (5, 266)",0.8,15%,29.13445473,791.4663761,68.41507938,814.7721392,9.577557181,23.5820963,45.93671625,921.9467326,89.1816607,925.8432743,8,196,22,197,36.8,84,49.8,96.3,40.8,111.7,0.81,0.82
B,"Beta (5, 266)",0.8,15%,21.071679,788.6260257,45.44416598,803.3217719,6.930671371,15.88278163,43.03747418,921.8517895,81.25759833,925.3893456,11,196,20,197,26.7,56.6,46.7,87.8,56.1,101.5,1.21,1.2
B,"Beta (5, 266)",0.8,15%,24.63282736,789.2689114,60.60576389,808.0977422,7.741534571,19.52170086,43.82139113,921.893095,85.64653281,925.4399251,7,196,17,198,31.2,75,47.5,92.5,35.7,85.9,0.74,0.75
B,"Beta (5, 266)",0.8,15%,90.21636515,805.8314215,135.3483399,851.8414812,21.83079416,47.82655111,63.39894516,922.0479571,111.0109329,926.9039871,29,196,40,198,112,158.9,68.8,119.8,148,202,2.35,2.15
B,"Beta (5, 266)",0.8,15%,71.88658544,805.8737539,139.2646679,842.7396842,21.77082708,42.94245614,59.84010745,922.0401335,116.1680247,926.6340087,30,196,56,196,89.2,165.3,64.9,125.4,153.1,285.7,2.6,2.36
B,"Beta (5, 266)",0.8,15%,52.48892306,796.8754092,82.46802988,821.9428941,14.93695219,28.22410324,49.9965375,921.9047261,90.52571344,925.7831882,20,196,33,196,65.9,100.3,54.2,97.8,102,168.4,1.98,1.88
B,"Beta (5, 266)",0.8,15%,32.51993277,790.8642746,62.08952125,809.6992331,9.214058136,20.15890213,46.7354005,921.8684753,86.96468431,925.5472644,10,196,22,197,41.1,76.7,50.7,94,51,111.7,1.01,1.01
B,"Beta (5, 266)",0.8,15%,52.94927621,796.6825812,78.20558359,821.5427772,14.21088248,27.41374989,50.73164732,921.9836856,89.41345829,925.8886803,18,197,30,198,66.5,95.2,55,96.6,91.4,151.5,1.73,1.66
B,"Beta (5, 266)",0.8,15%,81.89769947,796.2546608,181.7229136,872.933974,13.74433881,64.41576037,62.31959036,921.9779583,130.8708067,927.4865514,26,196,57,198,102.9,208.2,67.6,141.1,132.7,287.9,2.11,1.96
B,"Beta (5, 266)",0.8,15%,36.64510033,791.0356875,77.34788782,819.5579674,9.547725444,28.02361686,47.64093399,921.8020907,89.30611563,925.6085174,20,196,39,198,46.3,94.4,51.7,96.5,102,197,2.09,1.97
B,"Beta (5, 266)",0.8,15%,58.61811943,798.8155115,178.4480497,860.2435177,15.88070429,59.11182416,59.06286093,922.0987291,131.6323077,926.9703287,29,196,68,198,73.4,207.4,64.1,142,148,343.4,2.54,2.31
B,"Beta (5, 266)",0.8,15%,24.22759384,788.4451115,51.75726631,806.3544298,6.781506179,18.00842158,43.09321639,921.8583568,85.52699897,925.4902674,10,197,19,199,30.7,64.2,46.7,92.4,50.8,95.5,1.09,1.09
B,"Beta (5, 266)",0.8,15%,16.01160446,784.2476077,59.10323586,805.9100317,3.381720815,18.87603025,42.01883753,921.8484632,84.36153465,925.223943,8,196,27,196,20.4,73.3,45.6,91.2,40.8,137.8,0.89,0.9
B,"Beta (5, 266)",0.8,15%,26.74362304,788.0060487,102.1571612,828.266917,6.970633119,36.06409917,45.34552611,921.8205448,97.78889086,925.8096448,14,196,40,197,33.9,123.3,49.2,105.6,71.4,203,1.49,1.45
B,"Beta (5, 266)",0.8,15%,31.14401088,791.906872,63.08417701,811.1947,9.980594546,20.95958018,46.8551121,921.924261,85.54022119,925.5565675,16,198,31,200,39.3,77.8,50.8,92.4,80.8,155,1.64,1.59
B,"Beta (5, 266)",0.8,15%,54.93635726,797.4426296,87.66064933,826.1854997,15.08648328,30.91751211,50.83021544,921.9192604,92.72908145,925.9867008,21,196,35,197,68.9,106.1,55.1,100.1,107.1,177.7,2.06,1.94
B,"Beta (5, 266)",0.8,15%,48.03957406,792.6903457,135.0724518,841.1946815,11.10631169,43.74333174,48.24871854,921.8429879,102.3733331,925.9906928,18,196,48,197,60.6,160.6,52.3,110.6,91.8,243.7,1.83,1.75
B,"Beta (5, 266)",0.8,15%,27.44913606,788.0483105,60.14097566,810.6747513,6.835709163,21.41794027,46.52909573,921.8721586,90.12890703,925.6527922,14,196,28,197,34.8,74.2,50.5,97.4,71.4,142.1,1.45,1.42
B,"Beta (5, 266)",0.8,15%,12.37625043,784.5711957,46.75030832,800.8303807,3.692480537,15.00304262,40.888023,921.8605993,81.92670569,925.1993035,4,196,19,197,15.8,58.4,44.4,88.6,20.4,96.4,0.45,0.46
B,"Beta (5, 266)",0.8,15%,21.32558855,787.3681573,31.85955507,797.0368883,6.214676372,11.29695105,41.95070485,921.8188281,76.13294251,925.0857296,12,196,18,197,27.1,40,45.5,82.3,61.2,91.4,1.37,1.35
B,"Beta (5, 266)",0.8,15%,102.5369893,807.7986489,162.060635,863.1210192,24.08353392,56.07828091,72.4435755,922.1231855,125.0514383,927.4706284,36,197,61,199,126.9,187.8,78.6,134.8,182.7,306.5,2.62,2.33
B,"Beta (5, 266)",0.8,15%,33.5917555,791.2916453,46.80253324,805.4686461,9.310196945,16.35579111,46.94873008,921.8731606,82.52003035,925.4986226,11,196,19,197,42.5,58.1,50.9,89.2,56.1,96.4,1.11,1.1
B,"Beta (5, 266)",0.8,15%,111.5254493,811.6870828,170.1171348,871.8704197,27.69682149,61.36779018,69.42136888,922.0650332,119.744105,927.3485856,32,196,47,196,137.4,195.1,75.3,129.1,163.3,239.8,2.4,2.17
B,"Beta (5, 266)",0.8,15%,18.89765752,786.3823989,68.65457157,809.7185484,5.426022665,21.4834231,42.45096785,921.8585279,87.21278397,925.3247116,12,196,30,196,24,84.8,46,94.3,61.2,153.1,1.35,1.33
B,"Beta (5, 266)",0.8,15%,45.5617541,791.2643481,93.07745777,824.7086928,9.767734282,31.31853541,47.3632708,921.8152226,95.82964755,925.6240035,18,197,31,199,57.6,112.9,51.4,103.5,91.4,155.8,1.86,1.78
B,"Beta (5, 266)",0.8,15%,57.33533134,797.5810413,91.3436641,827.4445393,14.98574949,31.67887838,55.89892444,921.9466705,102.1129369,926.2979604,26,196,43,199,71.9,110.4,60.6,110.2,132.7,216.1,2.37,2.19
B,"Beta (5, 266)",0.8,15%,15.61220091,784.7730228,42.33472351,800.4041301,4.017577632,14.47753271,41.52954703,921.7957493,80.63333663,925.1315058,9,196,17,196,19.9,52.9,45.1,87.2,45.9,86.7,1.02,1.02
B,"Beta (5, 266)",0.8,15%,187.8740983,841.1575787,235.8511592,912.4667906,51.8875927,84.7715077,99.54360304,922.5236104,149.5913367,929.5561965,71,199,88,204,223.4,258.5,107.9,160.9,356.8,431.4,4.59,3.31
B,"Beta (5, 266)",0.8,15%,38.67939975,788.2148757,170.4878381,854.1578151,6.853057113,55.97584406,45.38448238,921.8701519,117.8703257,926.1178149,16,196,61,196,49.1,199.6,49.2,127.3,81.6,311.2,1.72,1.66
B,"Beta (5, 266)",0.8,15%,48.80669519,793.4438984,64.10675204,815.5697683,11.67499113,23.54360854,49.30931914,921.8584977,86.09224806,925.6028605,21,196,30,197,61.5,78.6,53.5,93,107.1,152.3,2.12,2
B,"Beta (5, 266)",0.8,15%,26.49412044,790.0899264,42.66022868,802.0302657,8.66146071,14.60003228,43.03969045,921.8430297,79.65769168,925.2474847,12,197,24,197,33.5,53.2,46.7,86.1,60.9,121.8,1.32,1.3
B,"Beta (5, 266)",0.8,15%,17.36076459,787.1611036,65.45128874,809.01616,5.613527492,21.18543526,41.17852972,921.8325079,85.17824987,925.1980437,10,196,32,196,22.1,80.9,44.7,92.1,51,163.3,1.15,1.14
B,"Beta (5, 266)",0.8,15%,30.79766896,787.551677,99.33381439,822.17821,6.533535774,31.48751582,46.80745024,921.8435683,100.9091687,925.7392489,14,196,41,196,39.1,120.8,50.8,109,71.4,209.2,1.44,1.41
B,"Beta (5, 266)",0.8,15%,17.3138718,786.3989859,34.73944663,797.9970223,5.24520243,12.08871124,42.4421005,921.8804346,80.59590671,925.3876862,11,196,17,197,22,43.5,46,87.1,56.1,86.3,1.23,1.22
B,"Beta (5, 266)",0.8,15%,31.32254234,791.1825308,64.62510957,811.9255818,9.37300854,22.04339193,47.04215085,921.859049,88.42826857,925.5840094,15,196,23,199,39.6,79.6,51,95.5,76.5,115.6,1.54,1.5
B,"Beta (5, 266)",0.8,15%,44.78309314,795.1101828,112.3689529,833.0901509,12.91623307,38.13635745,50.83822279,921.9826421,103.0648887,926.2361,12,196,32,197,56.3,134.9,55.1,111.3,61.2,162.4,1.12,1.11
B,"Beta (5, 266)",0.8,15%,59.04482255,795.6525858,143.1823885,851.0626973,13.05975358,50.43737535,55.66159203,921.9910868,115.7545304,926.8861006,20,196,42,201,74.2,168.2,60.4,124.9,102,209,1.77,1.69
B,"Beta (5, 266)",0.8,15%,9.742166666,783.9270643,35.20161756,797.6030266,3.154113323,12.7774592,40.99768794,921.7985183,80.95697337,925.3034824,5,196,14,197,12.4,44.1,44.5,87.5,25.5,71.1,0.56,0.57
B,"Beta (5, 266)",0.8,15%,13.79771654,784.5289711,32.39769656,796.3248873,3.655356291,11.37906014,41.01815182,921.8312758,78.39396335,925.1808414,13,196,24,198,17.6,40.7,44.5,84.7,66.3,121.2,1.53,1.49
B,"Beta (5, 266)",0.8,15%,25.36570828,788.9675653,49.26020081,806.3834762,7.299937074,17.69052712,44.79420099,921.8894266,84.07966226,925.6252962,18,196,27,198,32.2,61.1,48.6,90.8,91.8,136.4,1.98,1.89
B,"Beta (5, 266)",0.8,15%,59.73451587,798.5485859,104.2428105,835.730238,15.0234401,37.22921975,52.7746095,922.0021037,95.01998364,926.1989953,20,196,35,198,74.8,124.7,57.2,102.6,102,176.8,1.87,1.78
B,"Beta (5, 266)",0.8,15%,119.1869884,803.8856623,219.2217202,888.4854508,21.23569379,75.75992763,75.99940346,922.0021573,144.5610023,928.075023,42,197,74,201,148.3,246.7,82.4,155.8,213.2,368.2,3.02,2.59
B,"Beta (5, 266)",0.8,15%,21.72538424,787.2757222,61.29373488,808.4487301,5.949586101,20.23817459,42.8421027,921.8456248,84.21643352,925.3667649,8,196,24,197,27.6,75.8,46.5,91,40.8,121.8,0.87,0.88
B,"Beta (5, 266)",0.8,15%,34.47374567,790.435912,165.2319643,831.5664061,8.525258493,38.61452122,48.61240879,921.9309727,123.1926981,926.0146215,12,196,42,196,43.6,198.7,52.7,133,61.2,214.3,1.17,1.16
B,"Beta (5, 266)",0.8,15%,16.56493184,783.6975291,77.16997222,818.1268213,3.061636805,27.69042694,43.73154773,921.861278,90.76756608,925.6304847,12,197,32,198,21.1,94.3,47.4,98.1,60.9,161.6,1.3,1.28
B,"Beta (5, 266)",0.8,15%,48.5596001,792.6219846,120.002668,838.4771851,10.6324545,41.90512109,49.70160157,921.8940586,104.5091991,926.1798854,16,197,42,197,61.3,143.1,53.9,112.8,81.2,213.2,1.55,1.51
B,"Beta (5, 266)",0.8,15%,18.28229706,786.7324915,48.88738798,803.1682639,5.71809044,16.73798868,44.03125636,921.8617113,83.36706663,925.3778365,6,197,23,200,23.2,60.9,47.8,90.1,30.5,115,0.63,0.64
B,"Beta (5, 266)",0.8,15%,47.70823897,797.5579328,82.16972224,822.4811607,14.38035229,28.33988774,51.51512604,922.0133325,91.41292318,925.9450994,22,196,34,197,59.8,99.9,55.9,98.7,112.2,172.6,2.14,2.01
B,"Beta (5, 266)",0.8,15%,20.09739959,785.2404446,37.48993887,798.1113765,4.53249648,12.55263041,43.13187573,921.7981069,79.7965087,925.2205728,7,196,15,196,25.6,47,46.8,86.2,35.7,76.5,0.75,0.76
B,"Beta (5, 266)",0.8,15%,87.09603659,802.1888671,246.608527,895.2261791,19.56050347,83.60152858,66.04824908,922.0331387,156.8509884,928.0184759,23,197,79,200,108.6,275.5,71.6,169,116.8,395,1.71,1.63
B,"Beta (5, 266)",0.8,15%,22.55320739,786.5177446,113.9387979,818.8939169,5.407745656,29.81265067,43.16385885,921.8311375,98.43093038,925.5269995,3,196,30,196,28.7,139.1,46.8,106.4,15.3,153.1,0.32,0.33
B,"Beta (5, 266)",0.8,15%,102.5891617,808.7162938,159.57636,863.6811258,25.15462741,55.72927719,67.1627575,922.031637,113.7154953,926.9321159,33,196,56,198,126.9,184.8,72.8,122.7,168.4,282.8,2.58,2.31
B,"Beta (5, 266)",0.8,15%,24.9465989,787.9456053,62.2630304,811.8504857,6.45874161,22.13088364,44.54836203,921.8211981,87.09742026,925.5631052,15,196,29,197,31.7,76.7,48.3,94.1,76.5,147.2,1.63,1.58
B,"Beta (5, 266)",0.8,15%,65.87417683,800.2991219,110.4672785,838.1664679,16.9779144,38.71499263,59.54295515,922.1187276,107.6549052,926.7386766,24,196,35,197,82.3,131.8,64.6,116.2,122.4,177.7,2.02,1.9
B,"Beta (5, 266)",0.8,15%,79.68448285,806.7885451,101.3333103,834.9008646,23.17560231,35.1181181,63.42079013,922.1258064,101.5776486,926.7944743,28,198,35,199,98.8,121.4,68.8,109.6,141.4,175.9,2.23,2.06
B,"Beta (5, 266)",0.8,15%,25.74338247,789.4884665,37.07396556,800.6416446,7.635923848,13.26981797,44.74954889,921.8867275,80.15320798,925.3429268,9,196,16,196,32.6,46.3,48.5,86.6,45.9,81.6,0.94,0.95
B,"Beta (5, 266)",0.8,15%,16.6787314,784.3529831,82.7907815,812.731117,3.676728675,25.3709705,43.21098287,921.8446068,95.16883978,925.4275048,3,196,27,196,21.3,101.9,46.9,102.8,15.3,137.8,0.32,0.33
B,"Beta (5, 266)",0.8,15%,123.0060946,809.9352656,253.2386401,906.4250147,26.23341417,87.40327108,83.08052361,922.1916189,161.6424958,929.1077818,43,196,82,200,151.9,279.4,90.1,174,219.4,410,2.84,2.44
B,"Beta (5, 266)",0.8,15%,73.97555569,804.0978578,114.1296215,840.0148104,20.93335454,40.90357527,58.52403666,921.9692301,105.9018398,926.4672569,23,197,38,201,92,135.9,63.5,114.3,116.8,189.1,1.95,1.84
B,"Beta (5, 266)",0.8,15%,104.7271321,819.3402558,143.7561377,860.0608476,32.80851076,51.0369382,70.52397576,922.3347978,111.7598799,927.3390849,33,196,49,196,127.8,167.1,76.5,120.5,168.4,250,2.45,2.2
B,"Beta (5, 266)",0.8,15%,25.46455673,790.4313986,122.983854,834.4351679,8.354037713,40.64169352,46.7670457,921.9453297,107.6426515,925.9645144,9,197,36,199,32.2,147.4,50.7,116.2,45.7,180.9,0.9,0.9
B,"Beta (5, 266)",0.8,15%,29.05018342,786.8668583,57.73343404,808.8293121,5.706149457,20.10436931,45.62757489,921.8882877,87.62155075,925.6264328,13,196,26,198,36.9,71.4,49.5,94.7,66.3,131.3,1.36,1.34
B,"Beta (5, 266)",0.8,15%,83.11213558,802.1507734,131.7324333,849.7433531,19.42415918,47.24513639,61.23432204,921.9725832,108.4521811,926.7632752,29,197,50,200,103.6,155,66.4,117,147.2,250,2.43,2.22
B,"Beta (5, 266)",0.8,15%,31.72327883,790.8442599,44.006068,804.6210292,9.129594025,15.97234212,47.25155405,921.8812437,83.78614658,925.5766417,14,196,18,196,40.1,54.7,51.3,90.5,71.4,91.8,1.42,1.39
B,"Beta (5, 266)",0.8,15%,20.21620529,787.2617954,48.78076801,804.1548219,5.956035033,16.7345968,43.01977342,921.8443443,84.70449087,925.4688543,12,196,21,196,25.7,60.7,46.7,91.5,61.2,107.1,1.33,1.31
B,"Beta (5, 266)",0.8,15%,22.72329263,787.6686757,50.48149823,803.6567127,6.392637051,16.20156824,44.05623544,921.8759927,82.41226136,925.4078274,11,197,27,201,28.8,62.8,47.8,89.1,55.8,134.3,1.18,1.17
B,"Beta (5, 266)",0.8,15%,133.2219658,821.6832208,174.1370936,875.6409221,36.43480927,61.85851548,83.56051832,922.2514754,128.8251341,928.2962518,55,198,69,200,162.1,198.9,90.6,138.8,277.8,345,3.86,3.07
B,"Beta (5, 266)",0.8,15%,19.28126914,785.5460109,58.08788385,803.3488835,4.667849341,16.91681538,42.01284059,921.8121379,83.45293151,925.2167741,12,196,31,199,24.5,72.3,45.6,90.2,61.2,155.8,1.37,1.34
B,"Beta (5, 266)",0.8,15%,22.80611391,788.2492414,50.64266757,805.8828657,6.81525389,17.84868497,45.35186563,921.8839117,86.28095477,925.4739144,10,196,22,197,28.9,62.8,49.2,93.2,51,111.7,1.04,1.04
B,"Beta (5, 266)",0.8,15%,47.88181667,794.7236997,69.11853494,817.6113504,12.43283398,24.55325944,52.57494347,921.9510665,91.13585714,926.0149289,15,197,21,199,60.2,84.5,57,98.4,76.1,105.5,1.36,1.34
B,"Beta (5, 266)",0.8,15%,81.06339923,809.6124827,97.35040671,835.278963,24.30721334,34.67112031,57.20950023,922.093454,93.67543533,926.2350277,37,198,41,202,100.1,116.5,62,101.1,186.9,203,3.47,3.01
B,"Beta (5, 266)",0.8,15%,27.49914466,790.7189781,63.36296642,813.4373972,8.544243548,22.77720871,44.1179732,921.8886912,83.35559501,925.41242,12,196,25,196,34.8,77.9,47.9,90.1,61.2,127.6,1.3,1.28
B,"Beta (5, 266)",0.8,15%,13.14770772,785.0728153,55.11544078,801.8083667,4.12452315,16.46945514,41.32385509,921.8437545,88.43636021,925.2728907,4,196,21,196,16.7,68.7,44.8,95.6,20.4,107.1,0.44,0.46
B,"Beta (5, 266)",0.8,15%,47.40019301,798.3913457,89.39068517,824.9717006,14.93663031,30.54591434,50.76999728,921.9859327,95.23438663,925.9589856,19,197,31,198,59.4,108.4,55.1,102.8,96.4,156.6,1.83,1.75
