Network,IP,pShortage,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,pIr90,pIr180,pIs90,pIs180
B,Const,5%,18.23276707,786.3389107,41.25781488,800.3372402,5.343840053,14.01887453,51.07086637,1021.022435,96.35241745,1025.129656,23.2,51.6,50,94
B,Const,5%,31.45334634,792.0908492,60.44793716,811.3457251,9.83977885,21.39468472,59.02272382,1021.206775,108.4374283,1025.751321,39.7,74.5,57.8,105.7
B,Const,5%,31.21329373,792.249885,60.84200032,811.7979692,10.23557343,21.3087481,56.70457795,1021.090708,104.3934465,1025.574294,39.4,74.9,55.5,101.8
B,Const,5%,31.80326704,791.6986755,67.61687982,813.1262263,9.524766532,22.51711659,56.96826689,1021.16125,109.1697014,1025.731044,40.2,83.2,55.8,106.4
B,Const,5%,24.35990738,787.8065892,53.25270629,806.9627684,6.276182318,18.71444577,53.60213677,1021.051732,103.7538278,1025.417394,30.9,66,52.5,101.2
B,Const,5%,24.32678926,788.0489798,54.06241384,807.1224943,6.77308699,18.85155324,50.46540596,1020.997038,101.9801942,1025.257194,30.9,67,49.4,99.5
B,Const,5%,30.62560766,792.2596786,48.67807608,806.9792108,9.883612792,17.33040566,57.26487503,1021.141336,100.2143245,1025.490563,38.7,60.3,56.1,97.7
B,Const,5%,25.080539,788.5780748,43.58254561,803.0026363,7.086484372,15.20058647,52.23303362,1020.961128,95.20160901,1025.155284,31.8,54.3,51.2,92.9
B,Const,5%,31.18237697,790.365451,63.04148537,812.8559154,8.429393539,22.39265282,59.05755497,1021.082243,111.4073473,1025.734172,39.5,77.6,57.8,108.6
B,Const,5%,28.61506139,790.6888835,53.61368005,808.5565585,8.704973796,19.37324076,55.34456913,1021.159847,100.1334885,1025.52975,36.2,66.3,54.2,97.6
B,Const,5%,22.69523292,787.3465446,50.29142567,804.5075543,5.959810031,16.83924651,51.63219597,1021.026393,102.1143334,1025.397608,28.8,62.5,50.6,99.6
B,Const,5%,19.96556125,788.4605034,55.41480122,806.8298371,6.894038838,18.85314106,50.56816828,1020.952555,100.4057374,1025.151945,25.3,68.7,49.5,97.9
B,Const,5%,34.4169588,790.9725297,69.28815354,815.406446,8.878538128,24.25913451,56.88695221,1021.031179,110.3051028,1025.569707,43.5,85,55.7,107.6
B,Const,5%,19.28011378,786.8039917,39.35166877,800.336847,5.553192719,13.75264056,50.60379597,1020.953509,95.69777409,1025.056713,24.5,49.2,49.6,93.4
B,Const,5%,21.29564341,787.6317142,46.36871255,804.0997955,6.03334425,16.40110505,51.66734596,1021.07557,100.706944,1025.282306,27,57.7,50.6,98.2
B,Const,5%,20.16719311,786.4553181,46.49025978,803.279295,5.357456036,16.37315791,50.69116427,1020.991989,99.72771231,1025.271411,25.6,57.9,49.6,97.3
B,Const,5%,30.62917881,790.9486476,56.61455119,809.0942079,9.015385808,19.73841537,56.18964722,1021.091053,103.1492524,1025.5439,38.7,70,55,100.6
B,Const,5%,29.75841207,791.3569149,63.94443427,812.3043241,9.26890381,22.08713321,54.89012961,1021.111011,102.5791187,1025.497813,37.6,78.7,53.8,100
B,Const,5%,23.96728937,789.882265,52.39629927,807.0302571,7.90100599,18.56092595,50.64295991,1021.027409,101.0347352,1025.164535,30.3,64.9,49.6,98.6
B,Const,5%,26.19971149,789.2532975,54.9673721,807.9403862,7.557859989,19.26369112,52.42578012,1021.002216,100.4806551,1025.141322,33.2,68,51.3,98
B,Const,5%,32.02496216,791.6256902,54.60558191,809.4136082,9.587203126,19.19863434,58.50403781,1021.03964,103.2471594,1025.653659,40.5,67.5,57.3,100.7
B,Const,5%,25.29969361,788.9601886,58.03010084,808.1336542,7.333323103,19.34401084,55.19732498,1021.067279,105.6851776,1025.557568,32.1,71.8,54.1,103.1
B,Const,5%,22.64407444,788.9199033,50.12840585,805.0708483,7.174466174,16.97799014,51.27797678,1021.000846,102.5666701,1025.203684,28.7,62.3,50.2,100
B,Const,5%,24.64958712,789.2321407,42.27472802,802.2465441,7.49753476,14.90944482,54.55052979,1021.06639,97.76649045,1025.2479,31.2,52.7,53.4,95.4
B,Const,5%,16.65747015,786.4695487,42.5276187,801.7381849,5.298670515,15.17687895,50.6908033,1020.996249,100.7395391,1025.216563,21.2,53,49.6,98.3
B,Const,5%,25.75890184,789.0417303,50.61279207,805.5068134,7.384069934,17.28016347,55.02066409,1021.098768,104.4902874,1025.440551,32.6,62.8,53.9,101.9
B,Const,5%,18.83286475,787.0461015,46.60917928,802.2224888,5.76044371,15.48320692,48.38479525,1020.971492,95.90012125,1024.986916,23.9,58.1,47.4,93.6
B,Const,5%,30.66050405,789.8761011,62.08410054,812.018591,8.122417646,22.02995785,53.20108604,1021.014578,103.0086958,1025.382282,38.8,76.5,52.1,100.5
B,Const,5%,22.57361271,787.8794758,51.58593048,805.6119414,6.6146151,18.01913524,53.86954252,1021.038554,103.4181897,1025.435328,28.7,64,52.8,100.9
B,Const,5%,31.06449457,788.8558013,54.24373483,807.7924538,7.498920318,18.84452198,56.19990999,1021.0036,101.7996176,1025.460856,39.4,67.2,55,99.3
B,Const,5%,34.62214687,792.4451582,66.88977391,814.5332345,10.31138738,23.37195598,55.96378835,1021.091034,106.4207215,1025.554839,43.7,82.1,54.8,103.8
B,Const,5%,30.49832845,792.1732785,63.56171043,813.5108485,9.80684796,22.68628838,54.34018559,1021.089555,104.1400097,1025.469962,38.5,78.1,53.2,101.6
B,Const,5%,22.01032326,788.5997707,58.3218409,807.9826871,6.985830416,19.72605554,53.51774469,1021.040519,106.0337881,1025.43594,27.9,72.2,52.4,103.4
B,Const,5%,23.371436,787.3820994,51.74920907,807.214557,6.087294115,18.80409334,51.43619634,1021.034517,99.90596263,1025.234898,29.7,64.1,50.4,97.4
B,Const,5%,26.00089231,789.8851786,53.56981753,806.8929376,8.06552548,18.06674356,53.64842071,1021.110387,103.0538227,1025.301727,32.9,66.4,52.5,100.5
B,Const,5%,25.03049301,789.8824981,47.01173917,804.1951848,7.818417659,15.96443282,51.88326288,1021.047325,95.13252982,1025.102273,31.7,58.5,50.8,92.8
B,Const,5%,26.06174737,789.6405108,59.7077459,809.5586433,7.87274216,20.40504544,53.09288203,1021.030754,103.5167122,1025.304004,33,73.8,52,101
B,Const,5%,22.46036648,787.6878979,45.14804421,803.9189444,6.206649323,16.38154905,52.97573895,1021.073128,101.1700035,1025.303339,28.5,56.2,51.9,98.7
B,Const,5%,19.35447984,786.3247854,39.64925105,800.4265832,5.222756876,13.87778092,49.75413638,1020.971586,94.2396356,1024.958136,24.6,49.5,48.7,91.9
B,Const,5%,24.03262779,788.9551835,50.05404298,806.1743479,7.508438252,17.79633197,48.57787279,1020.941968,95.77350659,1024.999534,30.5,62.1,47.6,93.4
B,Const,5%,27.79712143,790.3386968,58.18565449,809.9063133,8.452504289,20.42540311,55.02164396,1021.09823,102.8222387,1025.365968,35.2,71.8,53.9,100.3
B,Const,5%,28.46060168,790.129352,59.21255749,810.8256706,8.279719813,20.91848782,56.63080947,1021.097924,106.7040182,1025.603502,36,73,55.5,104
B,Const,5%,23.92076684,788.4208808,58.36978464,807.7802441,6.869992163,19.26709954,53.57637469,1021.117755,105.290941,1025.505837,30.3,72.3,52.5,102.7
B,Const,5%,24.95916363,789.5293569,49.07348316,804.6965402,7.923144444,16.72826308,51.01101752,1020.977834,96.88521693,1024.990673,31.6,61,50,94.5
B,Const,5%,27.60907205,788.8266204,54.91408041,808.3366121,7.19212648,19.4158998,51.85172649,1021.04038,100.2675108,1025.176747,35,67.9,50.8,97.8
B,Const,5%,23.05014608,788.5322518,48.2234451,804.0864283,7.070857943,16.5165151,50.95776698,1021.045016,97.30670838,1025.221488,29.2,60,49.9,94.9
B,Const,5%,28.17720425,789.1105849,54.3224144,807.9787289,7.609740189,19.11010461,52.06955375,1020.974639,100.3008785,1025.180249,35.7,67.2,51,97.8
B,Const,5%,24.423717,787.1263029,55.5835672,806.8928951,6.004086714,18.57494599,52.06133028,1020.954901,101.3001833,1025.190403,31,68.9,51,98.8
B,Const,5%,23.69306588,789.3789088,43.34056176,803.2900591,7.505446903,15.35628068,53.57148821,1021.079331,98.11891437,1025.302215,30,54,52.5,95.7
B,Const,5%,26.6669634,789.8417533,50.07013946,806.7033124,7.87099654,17.56415879,55.17300743,1021.097904,102.9688904,1025.441498,33.8,62.1,54,100.4
B,Const,5%,19.55689485,787.8756044,57.79492491,807.3574442,6.344624395,19.19387362,52.80016389,1021.073333,105.377954,1025.544396,24.8,71.6,51.7,102.8
B,Const,5%,31.18807371,789.5063101,64.23379527,811.7373061,8.021086767,21.90847292,56.13755751,1021.010811,103.9135365,1025.360812,39.5,79.1,55,101.3
B,Const,5%,28.91339146,790.4419534,63.98074187,812.0859753,8.668205658,22.42248293,53.89743542,1021.08664,107.8354035,1025.526822,36.6,78.8,52.8,105.2
B,Const,5%,20.79614136,787.6497322,50.30189058,803.2531834,6.165934707,15.82903398,53.12584503,1021.084562,104.0883982,1025.411531,26.4,62.6,52,101.5
B,Const,5%,26.17863242,788.2013057,49.11245283,805.5739648,6.839992634,17.304677,54.44645433,1020.943407,103.2970252,1025.342512,33.2,61,53.3,100.7
B,Const,5%,28.5457351,788.8724293,51.29528785,806.9130343,7.142845687,17.98225108,54.60235272,1021.120295,101.2773039,1025.426741,36.2,63.6,53.5,98.8
B,Const,5%,28.80668645,789.4222564,50.79741939,805.0967918,7.820920901,16.86483029,57.0125841,1021.062252,103.4867318,1025.516505,36.5,63.1,55.8,100.9
B,Const,5%,25.72392675,790.2794359,51.49646387,807.3207271,8.446200691,18.21183986,52.44964788,1021.033097,103.5564677,1025.258236,32.6,63.8,51.4,101
B,Const,5%,31.07769254,790.3968203,69.39962537,813.8524412,8.609690018,23.43661746,59.24825515,1021.092988,111.4937123,1025.804681,39.3,85.3,58,108.7
B,Const,5%,29.25184215,789.8421647,52.82545845,807.24785,8.259013576,18.18855314,54.28233013,1021.026419,100.7097497,1025.324683,37,65.4,53.2,98.2
B,Const,5%,24.71268399,789.500418,44.98002972,803.3084308,7.844445958,15.57247592,54.13622081,1021.069181,98.87745473,1025.264567,31.3,56,53,96.4
B,Const,5%,25.38756395,788.2130083,50.60752579,804.8182208,6.858478595,17.19565347,56.82208502,1021.117748,103.8562205,1025.637587,32.2,62.9,55.6,101.3
B,Const,5%,27.90946044,789.3242195,50.53798957,806.1209668,7.666080957,17.51466016,52.39987916,1021.024573,100.2812782,1025.259709,35.4,62.7,51.3,97.8
B,Const,5%,23.79946305,789.2691069,44.19293016,802.1778358,7.530662462,14.76776136,52.05164448,1021.00799,95.32671065,1025.081685,30.2,55.1,51,93
B,Const,5%,26.46690486,789.7952071,57.64279984,809.74357,7.941508751,20.28791703,57.34650001,1021.090561,109.4442945,1025.822046,33.5,71.2,56.2,106.7
B,Const,5%,25.829596,789.401968,48.44466441,805.8319563,7.711105531,17.62535839,54.32625113,1021.057181,100.2544099,1025.448483,32.7,60.1,53.2,97.8
B,Const,5%,34.30435337,792.3502411,56.45066865,809.5915066,10.0956813,19.63546396,60.16389388,1021.179443,104.7740909,1025.774368,43.3,69.7,58.9,102.1
B,Const,5%,27.32033582,789.3327511,57.33109644,808.6032093,7.681081626,19.48883224,52.33427136,1021.03862,101.8650583,1025.323438,34.6,70.9,51.3,99.3
B,Const,5%,22.23357016,787.5540961,48.84733515,804.5683335,6.240416972,16.99009847,51.96118521,1021.054257,100.0068533,1025.289911,28.2,60.7,50.9,97.5
B,Const,5%,25.26589725,788.3092823,56.24725261,808.6183283,6.71688058,19.65145668,54.20750522,1021.000484,104.6901961,1025.409735,32.1,69.6,53.1,102.1
B,Const,5%,27.42806921,790.7129045,52.034775,807.1267295,8.745589174,18.47021914,54.65448805,1021.065665,102.4236414,1025.388666,34.7,64.5,53.5,99.9
B,Const,5%,20.15041851,787.8412462,45.37453068,802.3929542,6.312495214,15.24805455,53.73548404,1021.108759,104.0234969,1025.432894,25.6,56.5,52.6,101.4
B,Const,5%,21.05560985,787.6277554,44.49809254,802.922349,6.396091712,15.59837788,51.63428999,1021.080496,97.70885177,1025.100768,26.7,55.4,50.6,95.3
B,Const,5%,21.33211891,787.3857412,44.55000765,802.7479835,6.154470335,15.6001342,51.27934541,1020.979005,97.62692698,1025.212295,27.1,55.5,50.2,95.2
B,Const,5%,24.04515973,788.4052471,51.81286989,806.9552055,6.907215419,18.4345867,51.45967946,1020.982104,100.309569,1025.164539,30.5,64.2,50.4,97.8
B,Const,5%,21.8176746,787.2652274,53.63372884,806.0387329,5.930118506,18.36352935,52.39622649,1021.048957,103.3772421,1025.491475,27.7,66.5,51.3,100.8
B,Const,5%,25.80255935,788.5736478,55.18543334,807.2354327,7.095252075,18.84879605,52.58352293,1021.034249,98.7131128,1025.277143,32.7,68.4,51.5,96.3
B,Const,5%,24.35898733,788.8624745,48.81693267,805.8022557,7.128142916,17.35283727,51.9770253,1021.01683,99.69381499,1025.236096,30.9,60.6,50.9,97.2
B,Const,5%,24.36256206,788.65912,56.19059945,807.4882914,7.084091785,18.78769103,54.00950908,1021.045718,102.9673779,1025.342402,30.9,69.6,52.9,100.4
B,Const,5%,20.84559155,787.8595895,47.23960072,805.0854706,6.422863334,17.19074746,53.24132065,1020.996925,101.466679,1025.293289,26.5,58.7,52.1,99
B,Const,5%,26.08651938,789.7695575,56.09292897,806.9052419,7.973615981,18.27136598,54.10630174,1021.048873,102.4415145,1025.426882,33,69.5,53,99.9
B,Const,5%,26.16321939,789.1041106,62.57203024,810.774529,7.34830064,21.35338354,54.93054195,1021.127872,105.136499,1025.418431,33.2,77.2,53.8,102.5
B,Const,5%,30.26557317,790.5537427,55.52414247,809.0780561,8.440737964,19.15140635,54.3742155,1021.086263,101.0646873,1025.303384,38.3,68.6,53.3,98.6
B,Const,5%,24.33034394,788.9614806,51.56617211,805.8615197,7.298447833,17.63987777,52.72019258,1021.044784,101.6976887,1025.323676,30.8,64,51.6,99.2
B,Const,5%,20.8513734,787.0986011,48.67296481,804.2952334,5.853633295,16.97993376,49.14071816,1020.927478,96.68014748,1024.886061,26.5,60.5,48.1,94.3
B,Const,5%,22.9053674,787.2950753,56.68883956,807.2757341,6.096783804,19.38893141,52.90908143,1021.003732,102.1130787,1025.326969,29.1,70.2,51.8,99.6
B,Const,5%,24.01587216,789.5685477,51.13625249,805.4807924,7.71549301,17.26571034,50.63844757,1021.00632,97.31180073,1025.04636,30.4,63.5,49.6,94.9
B,Const,5%,20.90531416,787.1982888,47.44054731,804.1041871,5.913198682,16.62973929,51.40384185,1021.003764,98.50483887,1025.09265,26.6,59,50.3,96.1
B,Const,5%,28.27055221,789.3901444,50.86740101,806.3249476,7.66640745,17.67309021,53.26239173,1021.026371,99.16972073,1025.220029,35.8,63.1,52.2,96.7
B,Const,5%,25.71133121,789.7662083,55.07208754,808.9953971,7.763651868,19.55380466,50.6606772,1020.966651,101.0066642,1025.247852,32.6,68.1,49.6,98.5
B,Const,5%,32.85005003,791.64422,56.44524555,810.1743598,9.396811619,20.10930774,56.49286389,1021.05412,104.9834971,1025.609512,41.5,69.7,55.3,102.4
B,Const,5%,21.58000464,786.3630001,40.54666537,800.5070321,5.191320264,13.93328531,51.36043488,1021.045762,96.39339038,1025.232889,27.4,50.7,50.3,94
B,Const,5%,28.58539052,790.2388247,57.09082878,808.3107022,8.451098282,19.25818928,52.45665281,1021.039533,98.91688286,1025.182805,36.2,70.6,51.4,96.5
B,Const,5%,14.9472094,785.9059269,38.17670187,799.2174873,4.843062943,13.31495209,49.78579621,1020.933043,93.56616648,1024.881768,19,47.8,48.8,91.3
B,Const,5%,23.02549688,788.2788063,48.38931293,804.8698361,6.483016044,16.65885295,51.25157289,1020.960709,98.38932294,1025.113689,29.2,60.1,50.2,96
B,Const,5%,17.57372142,787.4037166,40.46356952,801.5196505,5.97398916,14.68314339,50.33371376,1020.993541,95.69350439,1024.998192,22.3,50.5,49.3,93.4
B,Const,5%,21.98620125,787.500358,51.69443413,805.4246672,6.102603144,17.31509689,52.89545235,1021.078412,102.254843,1025.370751,27.9,64.2,51.8,99.7
B,Const,5%,20.43087165,788.2931034,44.23288357,803.4659815,6.502810033,15.71159441,51.78256175,1021.11802,98.46341129,1025.278826,25.9,55.1,50.7,96
B,Const,5%,30.99139281,791.2607962,57.08483955,809.2280837,9.433767571,19.75471299,52.05426553,1021.010573,98.01361743,1025.172117,39.2,70.5,51,95.6
B,Const,5%,24.89489642,788.7063989,43.45498203,803.053897,6.933260655,15.18295792,53.21599141,1021.035012,95.18356479,1025.155144,31.6,54.1,52.1,92.8
B,Const,5%,26.29627668,789.1310233,59.00556672,809.0018213,7.530052084,19.91054644,56.04161362,1021.059647,108.0071708,1025.576616,33.3,72.9,54.9,105.3
B,Const,5%,26.69298971,790.2934665,50.5179271,805.8724963,8.217038988,17.19953612,55.04070948,1021.13198,101.2150461,1025.504677,33.8,62.7,53.9,98.7
B,Const,5%,25.16256592,789.413807,58.75670649,809.709131,7.766765928,20.51197215,52.81666083,1021.030967,105.396255,1025.273556,31.9,72.6,51.7,102.8
B,Const,5%,30.24917147,791.0625634,57.07927008,810.0239845,8.965516878,20.32065447,56.64268182,1021.074953,102.9795224,1025.489053,38.2,70.5,55.5,100.4
B,Const,5%,27.01934229,789.3018994,51.76261579,806.2981281,7.639963706,17.73231465,55.65053775,1021.010697,101.1318125,1025.392428,34.2,64.2,54.5,98.6
B,Const,5%,23.06494681,788.3742083,51.55754382,805.4419733,6.772910899,17.66810617,51.37979561,1021.040348,99.63302924,1025.1834,29.3,64,50.3,97.2
B,Const,5%,28.75028101,790.6626232,52.45291955,807.3689737,8.733355119,18.19152401,57.36225798,1021.103668,105.0830638,1025.571207,36.4,65,56.2,102.5
B,Const,5%,28.64117258,790.7054208,48.62221905,805.7071777,8.960953266,17.40511468,56.94098259,1021.116011,99.53696665,1025.458333,36.2,60.3,55.8,97.1
B,Const,5%,30.62025604,790.8488801,48.99944321,806.1219805,9.062314141,17.16377665,56.08294629,1021.150951,100.4461558,1025.584969,38.7,60.8,54.9,97.9
B,Const,5%,19.97702436,787.1445146,48.91892349,803.704055,5.829777991,16.37790718,51.55544621,1020.976168,98.92492655,1025.127953,25.4,60.9,50.5,96.5
B,Const,5%,31.7963803,791.7646794,66.17609547,813.5524698,9.524874987,22.71155925,57.60352472,1021.093037,108.7339202,1025.604688,40.2,81.3,56.4,106
B,Const,5%,23.66585688,788.137565,53.98325837,807.5538807,6.449392775,19.21704917,52.14338175,1021.037874,101.7065488,1025.313214,30,66.8,51.1,99.2
B,Const,5%,25.80078239,789.3522205,53.82938354,807.312336,7.585221951,18.733535,53.92670655,1021.125703,100.2908707,1025.466314,32.7,66.7,52.8,97.8
B,Const,5%,19.3608286,787.3870661,46.49265745,802.1789328,5.992951034,15.41783472,49.23157815,1020.981607,97.64679208,1025.11233,24.6,58,48.2,95.3
B,Const,5%,26.35991711,790.4269871,61.64142808,809.4718933,8.378573048,20.23358787,51.27105298,1021.015136,105.6336302,1025.316411,33.3,76.2,50.2,103
B,Const,5%,21.98956788,788.1603641,43.83665228,802.1663376,6.84961376,14.87831272,52.06885235,1021.058576,95.25291444,1025.055333,27.9,54.6,51,92.9
B,Const,5%,27.33109685,790.2930865,50.92552711,806.3133281,8.543802026,17.3734089,56.33493412,1021.112888,101.0888184,1025.424392,34.6,63.2,55.2,98.6
B,Const,5%,24.80222526,789.6255038,48.57186141,803.6759069,8.0021411,15.99352295,52.15491986,1021.051948,98.7113257,1025.170639,31.4,60.4,51.1,96.3
B,Const,5%,28.51152149,790.8609912,51.28251044,808.0297502,8.766011251,18.46983293,54.92087449,1021.057377,102.2612001,1025.397381,36.1,63.5,53.8,99.7
B,Const,5%,22.60419084,788.4433434,58.05899006,807.2579185,7.059740511,19.08342956,49.36205812,1021.024156,105.1772836,1025.294791,28.7,71.9,48.3,102.6
B,Const,5%,24.86179971,788.4413063,54.34992993,807.3686099,7.056460161,18.97036501,51.72989274,1020.985732,98.55557186,1025.106429,31.5,67.3,50.7,96.1
B,Const,5%,23.07562736,788.3246902,51.45670662,805.5571076,6.762750339,17.48507517,51.41059672,1021.003503,98.6893691,1025.20864,29.3,63.9,50.4,96.3
B,Const,5%,23.34740697,787.701361,52.41855439,807.2519104,6.38996465,18.93184954,49.96720057,1020.956386,102.4772385,1025.036747,29.6,64.9,48.9,100
B,Const,5%,23.53843949,788.7740118,54.10474229,806.5852435,7.255836599,18.17489563,54.14850533,1021.121092,103.2310745,1025.431538,29.8,67.1,53,100.7
B,Const,5%,25.21003037,789.0594548,46.74028153,804.5067233,7.300924436,16.24593766,53.90147365,1021.014067,97.62647499,1025.22181,31.9,58.1,52.8,95.2
B,Const,5%,24.32186018,789.3244056,50.83496428,806.8007284,7.631428255,18.14976978,51.39774697,1021.002991,99.2696016,1025.256211,30.8,63,50.3,96.8
B,Const,5%,32.77762223,792.1504356,55.12838279,810.4616143,10.06863434,20.14983998,55.75940092,1021.107947,103.1543681,1025.525631,41.4,68,54.6,100.6
B,Const,5%,21.0346384,788.7722351,52.43226825,804.6503218,7.165958391,17.19269855,50.77167492,1021.062091,101.7479468,1025.239499,26.7,65.2,49.7,99.2
B,Const,5%,29.33656777,789.8700746,60.12455672,809.8736053,8.112367001,20.30012238,56.53158132,1021.132438,108.2746053,1025.629998,37.1,74.2,55.4,105.6
B,Const,5%,36.66954978,793.3421499,69.295302,816.7792348,10.72443661,24.74795304,59.07750927,1021.175449,107.3966961,1025.800424,46.2,84.8,57.9,104.7
B,Const,5%,24.34285196,787.9747908,59.84667082,809.8310723,6.552982294,20.9428674,52.3367686,1021.042119,107.1474716,1025.533399,30.9,73.9,51.3,104.5
B,Const,5%,22.39269816,788.2625855,45.50810174,803.6055235,6.789039572,16.47831933,53.04976225,1021.049579,98.37331844,1025.270576,28.4,56.6,52,95.9
B,Const,5%,25.5217076,790.090457,54.31092016,807.469819,8.254591158,18.40736454,53.0047906,1021.031888,102.5434566,1025.215346,32.3,67.3,51.9,100
B,Const,5%,29.35020418,790.522362,67.18293025,812.2973093,8.48036387,22.24449957,55.7127788,1021.151156,108.4907546,1025.578653,37.1,82.7,54.6,105.8
B,Const,5%,22.98217441,788.4280534,52.45554187,805.3046875,6.884726077,17.50544998,50.66383447,1021.045086,99.88804036,1025.222746,29.1,65.1,49.6,97.4
B,Const,5%,24.42987305,789.0176746,64.66569137,811.8640202,7.436621532,22.29482206,54.80525729,1021.094377,113.0243661,1025.677164,31,79.7,53.7,110.2
B,Const,5%,26.32046493,788.7729535,53.07061456,807.3100396,7.179946571,18.5662196,54.37820901,1021.032721,101.6225332,1025.454334,33.4,65.7,53.3,99.1
B,Const,5%,23.83685443,788.3002565,48.57770949,804.5553531,6.891026517,16.85575257,51.98094041,1021.012352,99.48019331,1025.17441,30.2,60.4,50.9,97
B,Const,5%,25.05562309,789.1712058,51.94557483,806.48633,7.636291019,18.37898265,55.68744796,1021.084542,103.9888609,1025.512131,31.7,64.4,54.5,101.4
B,Const,5%,27.1526965,790.0225636,47.92263224,806.0946604,8.197127604,17.55795674,54.17112135,1021.012118,98.59527032,1025.249735,34.4,59.5,53.1,96.2
B,Const,5%,33.20973132,792.0667081,60.74394031,810.183667,9.808830924,20.15992315,58.66035278,1021.132153,108.560757,1025.783458,41.9,75,57.4,105.8
B,Const,5%,29.22046045,790.3786226,59.60087548,810.7233174,8.493362176,20.62122954,56.26766335,1021.068942,105.0378905,1025.608361,37,73.5,55.1,102.4
B,Const,5%,21.03216216,787.2088613,46.93794048,803.2894087,5.829073752,16.07370058,51.28091848,1020.974822,100.6015625,1025.143151,26.7,58.4,50.2,98.1
B,Const,5%,19.16890644,786.4642747,44.88431254,802.8451515,5.189021858,15.55450567,50.85355103,1021.032555,98.68957575,1025.211844,24.4,55.9,49.8,96.3
B,Const,5%,16.74720555,786.0388643,46.76104416,802.9031657,4.987721773,16.2691177,48.29029655,1021.000261,98.54064793,1025.006346,21.3,58.2,47.3,96.1
B,Const,5%,26.26816763,788.9203639,48.38405103,805.6876952,7.32544746,17.50138165,53.73294451,1021.018705,101.8765417,1025.346048,33.3,60.1,52.6,99.4
B,Const,5%,22.93936996,787.0269221,49.42851221,804.076727,5.918540565,16.80890153,52.13766216,1020.970093,100.3590542,1025.27387,29.1,61.5,51.1,97.9
B,Const,5%,20.99667458,787.601031,52.99141087,807.0246357,6.200971439,18.90090917,51.05386449,1020.963611,99.90859223,1025.212065,26.7,65.7,50,97.5
B,Const,5%,23.39491276,787.6642483,50.16319868,804.4201982,6.234383371,17.06905023,50.07584696,1020.995073,99.52759732,1025.183313,29.7,62.4,49,97.1
B,Const,5%,21.54921852,788.2955699,44.6011767,803.1136456,6.773805341,15.83322014,51.35375612,1021.031114,96.81575198,1025.137132,27.3,55.5,50.3,94.4
B,Const,5%,31.36510866,791.0402486,55.93851047,809.6893418,9.134445895,20.23573964,54.90616991,1021.072523,101.9296095,1025.326203,39.7,69.1,53.8,99.4
B,Const,5%,22.76210458,788.3827436,45.63468092,803.0989037,6.912137166,15.43313893,51.78220248,1021.040311,94.95675342,1025.179789,28.9,56.8,50.7,92.6
B,Const,5%,30.50342353,791.3092467,56.99305343,808.2873711,9.341775603,19.24194176,56.96702105,1021.089679,105.7832324,1025.455714,38.5,70.5,55.8,103.2
B,Const,5%,23.36870771,788.1401705,46.56628907,803.9892792,6.711006673,16.24451238,52.19528265,1020.978348,100.2398801,1025.194477,29.7,57.9,51.1,97.8
B,Const,5%,26.40368044,789.1110273,47.00178752,804.7359305,7.755875388,16.62679885,51.98590983,1021.038053,96.28870892,1025.098212,33.5,58.4,50.9,93.9
B,Const,5%,29.55687318,790.8220543,52.87474715,807.8980455,8.886958196,18.34481642,53.6052251,1021.050029,97.02521031,1025.202414,37.4,65.4,52.5,94.6
B,Const,5%,25.22065799,787.9805346,64.08627592,810.6973711,6.61296662,21.68227462,53.8277903,1021.013874,108.5014375,1025.595052,32,79.1,52.7,105.8
B,Const,5%,24.24625656,789.6314115,51.59140902,806.7413213,7.989973044,18.0869406,54.28885658,1021.101357,103.7878186,1025.39925,30.7,64,53.2,101.2
B,Const,5%,32.72664543,791.5715208,55.62133294,808.3776126,9.547463922,19.03131523,59.48881107,1021.139308,104.2123562,1025.709414,41.3,68.8,58.3,101.6
B,Const,5%,27.41097671,787.8261094,63.82072856,811.4459991,6.582133177,22.40417348,54.86327655,1021.021413,106.3453531,1025.461093,34.8,78.7,53.7,103.7
B,Const,5%,30.89089977,791.9932101,47.82255685,806.5577459,9.966756821,17.47134895,58.09467373,1021.201137,100.4264135,1025.691061,39,59.3,56.9,97.9
B,Const,5%,28.99437284,790.5358825,50.62457271,806.9483162,8.759317882,17.97282225,57.50267897,1021.082041,100.5164542,1025.406672,36.7,62.7,56.3,98
B,Const,5%,22.52940962,787.6273554,51.98936147,804.0893688,6.404138702,16.98961343,54.29080123,1021.042922,105.0778566,1025.332551,28.6,64.7,53.2,102.5
B,Const,5%,18.91050407,786.1232973,37.37269106,799.2349504,5.004228042,13.18256932,51.45316288,1020.91614,95.1809918,1024.966444,24.1,46.8,50.4,92.9
B,Const,5%,28.36555965,790.3063126,55.94262142,806.9510518,8.53152991,18.09606672,54.11422174,1021.051872,102.4059433,1025.339255,35.9,69.3,53,99.9
B,Const,5%,30.74036498,789.9865375,51.10639475,807.0650436,8.085335306,18.03982858,55.39201287,1021.038733,99.66157532,1025.335045,38.9,63.3,54.3,97.2
B,Const,5%,28.32431775,791.1403078,52.40123685,806.8269423,9.276430301,18.11824768,53.4319109,1021.060108,97.36274026,1025.200167,35.8,64.9,52.3,95
B,Const,5%,25.16984092,788.5498439,55.80550682,806.6520537,7.076796555,17.87425109,53.3309695,1021.05215,101.7194702,1025.398437,31.9,69.2,52.2,99.2
