Network,IP,pShortage,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,pIr90,pIr180,pIs90,pIs180
A,Const,10%,22.8186848,788.3997302,53.35915468,806.5756528,6.892039976,18.31088892,45.27785658,960.8751401,93.7432861,964.7761563,28.9,66.2,47.1,97.2
A,Const,10%,21.19027439,786.3193793,53.6188173,806.7295273,5.364454163,18.71832386,50.64053233,960.909637,98.38495693,964.9639789,26.9,66.5,52.7,102
A,Const,10%,19.23567408,787.1835855,43.1734748,802.2274553,5.843192505,15.15825686,48.79472826,960.9613842,92.51392687,964.9510149,24.4,53.8,50.8,95.9
A,Const,10%,31.5279716,791.6770145,53.77764722,808.3065513,9.768019598,18.63548177,54.01697932,961.003864,96.18833988,965.1717407,39.8,66.5,56.2,99.7
A,Const,10%,15.97672225,785.5584803,40.84238347,800.4779047,4.57584329,14.32697936,46.14431053,960.8695528,93.03268381,964.7172482,20.3,51,48,96.4
A,Const,10%,29.43501253,791.4703805,64.03618687,810.713655,9.572193057,21.09181167,52.3602049,961.0729533,100.1574249,965.2252062,37.2,79,54.5,103.8
A,Const,10%,21.49440967,786.7166029,49.64090495,805.4262471,5.534768385,17.51508085,50.28962688,960.9613269,96.42066665,965.0424963,27.3,61.6,52.3,99.9
A,Const,10%,18.11862051,786.0386637,49.45372405,804.3672761,4.931203163,17.13493215,47.93360864,960.9123725,94.8443149,964.8078225,23.1,61.5,49.9,98.3
A,Const,10%,19.52605824,786.5690622,60.11327829,807.1296089,5.522096696,19.3064618,47.64418598,960.9385859,100.6636132,964.9245346,24.8,74.5,49.6,104.3
A,Const,10%,25.21031592,789.408179,51.34534473,806.0201146,7.775256465,17.66956571,50.16578522,961.0151475,95.44199615,964.9098155,31.9,63.7,52.2,98.9
A,Const,10%,25.6557402,790.1008371,46.00000262,804.1417115,8.237242129,16.03894292,50.11129037,961.025828,92.89570364,964.9875731,32.5,57.2,52.1,96.3
A,Const,10%,25.5555581,788.2156885,59.63048237,808.0313215,6.908911201,19.9152107,50.98491359,960.9631158,98.09106764,964.9659839,32.4,73.8,53.1,101.7
A,Const,10%,25.53003435,789.6455704,49.9329178,806.9183367,7.910448241,17.9176426,53.15864516,961.0860367,96.03277573,965.2335183,32.3,61.9,55.3,99.5
A,Const,10%,26.99235805,790.685387,58.17404547,808.6266093,8.646693478,19.39206435,52.96015523,961.0725647,99.29692469,965.3394963,34.1,71.9,55.1,102.9
A,Const,10%,21.2424957,787.7014411,45.679457,802.4335078,6.209912087,15.36883198,48.59849583,960.9807979,90.34909755,964.9137588,27,56.9,50.6,93.6
A,Const,10%,32.21977497,792.3718278,53.22793412,807.4007086,10.07690242,17.96548095,54.18913826,961.10049,97.32970992,965.2250765,40.7,65.9,56.4,100.8
A,Const,10%,29.89893281,791.5085176,55.66547035,810.2478471,9.47856057,20.40860211,52.68633747,960.9952454,99.66171062,965.1731433,37.8,68.7,54.8,103.3
A,Const,10%,30.16989623,789.8160228,59.47914481,810.4330504,8.02100749,20.79105084,51.70187446,960.9966984,97.77115933,965.2313223,38.2,73.4,53.8,101.3
A,Const,10%,26.39604472,789.5438716,61.8999118,810.5664849,7.814547719,21.18937375,50.68439729,961.0105012,101.2441132,965.2140408,33.4,76.4,52.7,104.9
A,Const,10%,25.2498553,788.9027783,55.78634334,808.336299,7.426087195,19.60385745,51.79758883,961.0041442,97.63716224,965.135852,32,69,53.9,101.2
A,Const,10%,27.37041282,789.3972836,58.39487678,807.197934,7.63021319,18.63221101,53.14215235,961.0860722,103.1025507,965.4338328,34.7,72.3,55.3,106.8
A,Const,10%,21.32113787,787.4475666,57.48537285,807.6988397,6.092779601,19.5905176,49.26456107,960.9917838,97.74954595,964.9957557,27.1,71.2,51.3,101.3
A,Const,10%,20.12784504,788.4524294,51.73562028,807.4053834,6.891088186,18.99930298,49.83659226,960.9684837,97.98504293,965.1509782,25.5,64.1,51.9,101.5
A,Const,10%,29.71276079,790.7332543,56.84058127,809.4667526,8.680927109,19.81536795,52.6386839,961.0343625,97.27885766,965.2627486,37.6,70.2,54.8,100.8
A,Const,10%,23.65467724,787.5757985,44.67971661,801.6057846,6.156732272,14.88077798,48.61048339,960.9660496,92.33162438,964.870977,30,55.7,50.6,95.7
A,Const,10%,31.10404952,791.0704953,61.03164698,811.6863597,9.233067622,21.47335526,57.00992615,961.166344,102.8936078,965.5623803,39.3,75.2,59.3,106.6
A,Const,10%,24.99335323,788.8852864,54.53072165,807.5427009,7.411007413,19.03922623,50.97000407,960.9697341,96.67674593,964.9836285,31.7,67.5,53,100.2
A,Const,10%,29.33032058,790.0991114,55.65702592,807.8924114,8.372048872,19.06453036,53.15596988,961.0201807,98.03257865,965.1713891,37.1,68.9,55.3,101.6
A,Const,10%,26.81490572,788.9058351,52.86731649,807.2977763,7.226733523,18.52547541,51.37950242,961.0137944,100.401857,965.2646597,34,65.5,53.5,104
A,Const,10%,31.30835352,791.0538529,44.66102301,804.6288533,9.102178097,15.92003763,53.81897658,961.0197146,97.50416061,965.2233321,39.6,55.5,56,101
A,Const,10%,27.21437932,790.1214311,55.14581322,808.339794,8.133471254,18.83614902,51.21858807,961.0709586,96.23037034,965.1514343,34.4,68.2,53.3,99.7
A,Const,10%,25.1532684,790.1417654,60.04970689,809.9344404,8.174407458,20.48753415,50.61489181,961.0465826,101.3758325,965.1982244,31.8,74.1,52.7,105
A,Const,10%,22.479196,788.0736849,54.12703708,807.2296728,6.592145733,19.19814698,49.66421453,960.9465266,95.72342239,964.9845422,28.5,67.1,51.7,99.2
A,Const,10%,37.32642674,793.3836822,68.67797869,814.9006297,11.10126273,23.53945668,58.10484847,961.111917,104.5061545,965.5112222,47,84.3,60.5,108.2
A,Const,10%,20.00302223,788.0110582,40.95956218,801.5853379,6.432135435,14.48773551,48.79176977,960.9845003,90.33096178,964.8761303,25.4,51.1,50.8,93.6
A,Const,10%,24.20111993,788.7960005,50.94794219,806.6679085,7.406103109,18.58246824,51.41289824,960.9685721,97.65557108,964.9590146,30.7,63.2,53.5,101.2
A,Const,10%,24.21655629,789.2367673,48.18234779,803.8266564,7.480095025,16.11790444,48.33151606,960.977418,92.71735497,964.8219058,30.7,59.9,50.3,96.1
A,Const,10%,28.1038814,790.6374069,60.57674842,811.4508974,8.461815886,21.71959246,51.91595916,961.0893274,99.79454589,965.3475246,35.5,74.7,54,103.4
A,Const,10%,33.77618356,791.9337424,52.42445638,808.3818392,9.700691262,18.60604562,54.97932028,961.1060836,96.92964376,965.3207169,42.7,64.9,57.2,100.4
A,Const,10%,23.54830019,788.0768714,60.58310683,809.1851441,6.717683738,20.37743967,52.52563726,961.0106252,102.9786381,965.3038201,29.9,74.9,54.7,106.7
A,Const,10%,25.55058822,788.8770155,48.36909883,805.245404,7.270571216,16.98063121,49.75705519,960.9310836,93.9660021,964.9363049,32.4,60.1,51.8,97.4
A,Const,10%,20.84664863,786.2506224,49.80204532,802.7100371,5.285708771,16.23409326,49.4091402,960.9452079,97.87522882,965.0176041,26.5,62,51.4,101.4
A,Const,10%,22.01095151,787.5759105,52.59671934,806.0329932,6.370773114,18.12323918,46.99792576,960.956623,97.82472863,964.8818184,27.9,65.3,48.9,101.4
A,Const,10%,35.89231813,793.1063078,72.670709,814.9470811,10.61062099,23.68007617,55.83622973,961.1154334,106.5688868,965.4499807,45.3,89.2,58.1,110.4
A,Const,10%,21.83316139,787.9038626,46.41795689,804.1525542,6.544970446,16.46620769,47.03296749,960.9756096,90.7132459,964.8134702,27.7,57.7,48.9,94
A,Const,10%,32.16660784,790.0022476,55.52531006,809.2528183,8.373807577,19.60629348,53.92929231,961.011505,94.37903403,965.331598,40.7,68.6,56.1,97.8
A,Const,10%,35.14773672,791.8516096,56.70150264,810.826549,9.692726756,20.26859006,58.56972023,961.1533703,100.2777007,965.4912174,44.4,69.9,60.9,103.9
A,Const,10%,25.08325755,790.2108097,62.43330881,810.7769196,8.279332639,21.70677149,53.61880287,961.1107226,104.8034008,965.4002264,31.7,77,55.8,108.6
A,Const,10%,22.22455346,788.0408103,53.76520044,806.5541663,6.563461281,18.56335405,50.64857628,960.9822799,98.17320113,965.1492742,28.2,66.7,52.7,101.7
A,Const,10%,23.80857328,788.5315193,53.4398597,807.9346533,7.101942912,19.48675979,49.95132695,960.9800132,96.42578579,965.1086732,30.2,66.1,52,99.9
A,Const,10%,25.73571927,788.8831934,49.28803227,806.2556842,7.427598918,17.73210143,51.12119201,960.9981581,98.1373664,965.2007556,32.6,61.1,53.2,101.7
A,Const,10%,25.45815361,789.7257558,61.38170346,810.1462164,7.943457147,21.1574923,51.86769932,961.0323391,103.9765612,965.3692691,32.2,75.8,54,107.7
A,Const,10%,29.47530555,790.3418462,64.31257784,813.3069655,8.458559016,22.98119486,49.8322622,960.9799633,101.1443825,965.1369478,37.3,79.1,51.9,104.8
A,Const,10%,19.05536782,788.0362042,52.26367236,805.6918818,6.49912219,18.03827974,48.15070736,961.0026833,95.37263262,964.895449,24.2,64.9,50.1,98.8
A,Const,10%,27.50523399,790.5840651,54.17728597,808.6776092,8.511564327,19.22537421,49.94752734,961.0109613,94.26799692,965.0521645,34.8,67,52,97.7
A,Const,10%,32.60912923,792.1218818,58.56595179,811.4574087,10.02159415,20.82125529,54.46568662,961.068592,98.36604542,965.2799035,41.2,72.2,56.7,101.9
A,Const,10%,16.83776382,786.8036705,40.49127074,799.5317907,5.362723991,13.3651061,48.18802316,961.0207546,92.57941972,964.8511513,21.4,50.6,50.1,96
A,Const,10%,27.60458333,789.5415177,52.68086215,807.228101,7.769188357,18.52789962,48.63584059,960.9644827,92.01649785,964.7836048,35,65.3,50.6,95.4
A,Const,10%,27.59328416,789.3808431,59.82280758,809.9011152,7.51059782,20.47845305,54.29500127,961.0635671,104.1221935,965.3576721,35,73.9,56.5,107.9
A,Const,10%,28.90721702,790.943775,50.59491497,806.9301078,9.024302269,18.00145321,53.19719172,961.0353725,96.44439535,965.254121,36.5,62.7,55.4,99.9
A,Const,10%,23.2710042,788.9039917,46.22045767,803.6653841,7.371438054,16.16995738,50.55796945,961.0111423,93.75470375,964.944192,29.5,57.5,52.6,97.2
A,Const,10%,27.10716863,789.5876373,54.068036,807.3807136,8.156733202,18.69352614,53.07805092,961.0399347,98.2240078,965.2386925,34.3,67,55.2,101.8
A,Const,10%,26.97956049,789.6771067,58.28279592,810.0034677,7.737520435,20.23602922,47.60930461,960.9950831,95.57417056,964.9598977,34.2,72,49.5,99
A,Const,10%,32.18578108,791.667744,60.40152819,810.6294556,9.479844822,20.43665773,53.62890973,961.0861598,96.92358752,965.2980198,40.7,74.5,55.8,100.4
A,Const,10%,21.79494111,787.4820725,54.30685981,807.3806865,6.160859847,19.29402466,48.07806801,960.9167613,97.41685332,964.9624871,27.7,67.3,50,101
A,Const,10%,25.45679314,789.6144511,47.53407207,805.0208272,7.897161164,17.07297872,55.2469223,961.153476,100.6048772,965.5492867,32.2,59,57.5,104.2
A,Const,10%,31.30065655,790.7725734,63.24735264,812.3984375,8.885489987,21.73827328,53.92744586,961.0297895,103.5248494,965.4718747,39.6,77.9,56.1,107.2
A,Const,10%,28.33088492,791.2072905,48.46135174,807.3979033,9.078722868,18.19739318,55.24295226,961.0519245,98.56583775,965.3511624,35.8,60,57.5,102.1
A,Const,10%,22.57598185,787.5512558,47.31654869,804.8760162,6.190440433,17.35811448,50.47173415,960.9432364,93.40618185,965.018126,28.7,58.8,52.5,96.8
A,Const,10%,27.5471994,788.945373,60.87701277,809.1292594,7.374255151,19.65057361,54.32639026,961.0735875,103.1689135,965.4043412,34.9,75.2,56.5,106.9
A,Const,10%,28.95131084,790.0566695,52.16293776,807.2418976,8.270048525,18.31344591,52.05389322,960.9462381,95.52533188,965.101909,36.6,64.6,54.2,99
A,Const,10%,30.47324382,790.306639,56.93227505,809.2297423,8.530500047,19.64165022,52.36830307,960.9645084,98.59275716,965.1513251,38.6,70.4,54.5,102.2
A,Const,10%,26.97226128,789.7508705,58.21989418,808.3210505,8.108355175,19.38765084,53.73266619,961.0438305,103.6084988,965.2882411,34.2,72,55.9,107.3
A,Const,10%,31.30117817,792.2064484,60.06164029,811.3432299,9.806372977,20.68785235,49.4146424,961.0207795,97.53676314,965.1630069,39.5,74,51.4,101.1
A,Const,10%,32.60875575,790.3365773,68.83739663,815.0040148,8.672361265,24.02725435,53.39702905,961.0337833,100.3944522,965.2799451,41.3,84.5,55.6,104
A,Const,10%,21.92612797,787.6507614,49.77717327,804.271848,6.184095847,16.4012869,49.00283655,961.0035777,95.43897014,964.9477684,27.8,61.9,51,98.9
A,Const,10%,38.90572047,792.195282,66.22219902,813.8539162,10.24337358,23.02472382,56.80807639,961.0182484,104.7770601,965.5730699,49.1,81.4,59.1,108.5
A,Const,10%,18.42530426,787.1967338,38.91607063,801.0649139,5.757623357,14.27017876,46.41563237,960.8748436,89.99182114,964.6570948,23.4,48.6,48.3,93.3
A,Const,10%,18.46110996,785.776501,43.97643063,799.7428439,4.741700975,13.99786046,46.53844045,960.8743895,91.5109266,964.6484343,23.5,55,48.4,94.9
A,Const,10%,21.89237956,787.7067546,54.50773013,807.0459277,6.294831646,19.03419674,49.3493865,961.0299817,98.44144367,965.0528985,27.8,67.5,51.4,102
A,Const,10%,26.49042317,788.7552035,60.77509941,811.7386876,7.060792985,21.88477002,51.22915302,961.0162745,101.6573078,965.1818374,33.6,74.9,53.3,105.3
A,Const,10%,30.30648674,790.1961755,61.84826296,811.2360584,8.437906577,21.39250052,53.77549952,961.0457286,100.4321654,965.4792058,38.4,76.2,56,104
A,Const,10%,18.63915199,787.3827944,55.26511257,807.7466835,6.099690544,19.78570863,45.28436657,960.8545223,95.19635397,964.7745673,23.7,68.4,47.1,98.7
A,Const,10%,24.73647542,788.5262312,58.45542738,809.8579854,6.858430788,20.69257637,50.83245261,960.9928966,97.53148277,965.0846095,31.4,72.2,52.9,101.1
A,Const,10%,25.65517022,790.4276461,53.65262694,806.8321207,8.441739506,18.02436514,50.29010679,961.0039203,95.48470311,965.0983633,32.5,66.5,52.3,98.9
A,Const,10%,25.76296821,788.3862854,55.79734011,808.2771544,6.867529995,19.5313805,51.96190552,961.0400292,97.56924523,965.2090117,32.7,69,54.1,101.1
A,Const,10%,25.2378012,790.1324092,54.43644712,807.0876959,8.073754221,18.55570643,50.88512087,961.0467006,101.6335234,965.0984219,31.9,67.4,52.9,105.3
A,Const,10%,31.78871607,791.5230624,54.58788052,808.7061883,9.631793985,19.11061621,54.22706679,961.0186241,95.47395457,965.2066442,40.2,67.5,56.4,98.9
A,Const,10%,27.28382521,789.6827051,57.17876364,809.6532307,7.90068812,20.14429911,50.41299284,960.9346629,97.42670005,965.0197512,34.6,70.6,52.5,101
A,Const,10%,30.89899455,791.6045535,63.73028799,812.4336533,9.741352902,22.37053216,55.78406042,961.0876602,104.8782993,965.4121424,39,78.4,58,108.6
A,Const,10%,21.67527379,787.1659516,46.04667042,802.6010958,5.866985133,15.59347772,48.753272,960.9910864,93.17884104,964.9262729,27.5,57.4,50.7,96.6
A,Const,10%,23.93433308,787.1373487,58.31657699,808.8416964,5.883942868,20.20577519,51.74697881,960.9645483,100.6117254,965.1902883,30.4,72.1,53.8,104.2
A,Const,10%,21.96160243,789.189473,54.58121336,806.2416905,7.267460865,18.14371379,48.22657803,961.0023731,95.43547272,964.86245,27.8,67.7,50.2,98.9
A,Const,10%,27.63484378,789.7417929,54.21873315,806.4046911,8.071099364,18.0368904,52.31320076,961.0084331,98.1652382,965.1593439,35,67.2,54.4,101.7
A,Const,10%,21.60435536,787.0237375,49.81957969,804.0985315,5.799326443,16.79250393,47.13718184,960.947882,95.34668114,964.8432942,27.5,62,49.1,98.8
A,Const,10%,33.69205961,792.6161258,62.06575859,811.9750309,10.48405871,21.04479769,55.81633341,961.1437462,99.71641431,965.5461749,42.5,76.4,58.1,103.3
A,Const,10%,26.75231389,789.2970945,55.14165609,807.6682714,7.670429269,18.79109611,51.6337297,961.0267731,98.95253607,965.3525677,33.9,68.3,53.7,102.5
A,Const,10%,25.82732191,790.5064263,52.53169047,807.5186636,8.547431931,18.48046122,50.31128417,961.0607052,93.87828547,965.0066932,32.7,65.1,52.3,97.3
A,Const,10%,20.03576841,787.0828653,46.22148766,803.0232543,5.795775773,15.88087074,47.71648347,960.9409492,93.10812499,964.8584249,25.5,57.6,49.7,96.5
A,Const,10%,19.19150885,786.5253253,48.2344328,804.1551286,5.246671907,16.92999062,46.60105054,960.9206599,94.64271985,964.8936246,24.4,60,48.5,98.1
A,Const,10%,31.5865793,791.3827278,59.22827513,810.2195032,9.402466842,20.29364506,57.15454156,961.1440461,104.3501157,965.7770487,39.9,73.1,59.5,108
A,Const,10%,33.70637787,791.1393516,61.50800472,810.6228602,9.032665026,20.25612526,53.74773949,961.0263563,100.6557985,965.1837734,42.6,75.9,55.9,104.3
A,Const,10%,23.69290563,789.0765768,47.63913097,805.2113955,7.3812236,16.75823308,52.12999056,961.0627034,93.24371298,965.167685,30,59.2,54.2,96.6
A,Const,10%,19.19049189,786.3684152,42.04334483,800.8193103,5.2301375,14.47245639,47.68676737,960.9133427,90.77209533,964.6863097,24.4,52.5,49.6,94.1
A,Const,10%,20.06973245,787.4223989,46.82996724,804.0213253,5.895800685,16.48025209,49.45298651,961.0492677,94.4653313,965.0322441,25.5,58.2,51.5,97.9
A,Const,10%,17.36711785,786.6865873,36.41740183,797.8811243,5.480501713,12.14011601,48.35767285,960.9429531,91.14180572,964.7919728,22.1,45.6,50.3,94.5
A,Const,10%,22.52527176,787.5353625,57.96083855,807.7350916,6.119533926,19.5728628,49.39775746,960.9023715,97.61304994,964.9044796,28.6,71.8,51.4,101.2
A,Const,10%,26.80263127,789.6936179,47.99740887,805.7355561,7.781885621,17.02751216,51.37512715,961.0351771,96.50253016,965.0368889,33.9,59.6,53.5,100
A,Const,10%,23.53759287,788.5586214,57.67620115,807.8776683,7.055784827,19.40743621,48.30762018,960.9824223,99.08916006,965.0523415,29.8,71.4,50.3,102.7
A,Const,10%,21.12250726,789.0043961,55.86640072,807.458364,7.291018635,18.97320784,47.76892814,960.9558931,95.70671348,964.8623384,26.8,69.2,49.7,99.2
A,Const,10%,26.33645385,789.4125322,50.63523156,805.3808382,7.846098008,17.39505489,50.4151179,961.0016438,92.57227294,964.9991941,33.4,62.9,52.5,95.9
A,Const,10%,25.35945985,788.2365837,54.64277432,808.1822468,6.756577901,19.64275872,50.47904044,960.9746802,96.43093177,965.1655486,32.2,67.6,52.5,99.9
A,Const,10%,21.19804508,787.9956234,46.43243627,803.5112805,6.507456546,15.99519399,46.25292258,960.9499667,89.16030908,964.73999,26.9,57.8,48.1,92.4
A,Const,10%,22.91939478,787.3714549,49.98442382,805.0950479,6.168921086,17.23860904,49.1494335,960.9246232,92.2875916,964.8033795,29.1,62.1,51.1,95.7
A,Const,10%,18.31074922,786.3957518,40.15704538,799.9365488,5.171572795,13.75813415,47.66521108,960.9001421,90.90610804,964.6097574,23.3,50.2,49.6,94.2
A,Const,10%,27.15124585,789.5698879,59.72796146,809.997303,7.827868149,20.61576166,50.19179163,960.9065832,96.35617616,964.9795857,34.4,73.7,52.2,99.9
A,Const,10%,28.88812731,789.5982085,52.54566431,807.036851,7.88821854,18.3098002,53.70059236,960.9793833,98.53315833,965.1478846,36.6,65.1,55.9,102.1
A,Const,10%,22.2332472,787.8739018,48.51077518,804.7376777,6.416625253,17.05362917,49.41782939,960.9832386,95.66688509,965.0773939,28.2,60.3,51.4,99.1
A,Const,10%,24.93932075,787.9093134,54.4750201,807.5495315,6.499355007,19.28015116,51.23191362,960.9489614,99.05648706,965.1814155,31.7,67.5,53.3,102.6
A,Const,10%,30.27644376,791.5094416,51.86208131,808.2132225,9.182794853,18.58292841,52.8004062,961.1168072,96.58903097,965.2308277,38.3,64.2,54.9,100.1
A,Const,10%,24.60543281,789.3689451,56.09667034,808.5297881,7.774677771,19.82050897,48.79398106,960.9192283,95.92710489,964.9112514,31.2,69.4,50.8,99.4
A,Const,10%,30.58470616,790.3501789,65.25616581,813.3621723,8.158151434,23.00485002,52.93039373,961.0994567,102.0583601,965.3244105,38.7,80.2,55.1,105.7
A,Const,10%,18.33660762,786.6425364,48.96286361,804.2577011,5.446025187,16.95012709,47.31329128,960.9132878,95.43095547,964.7690499,23.3,60.9,49.2,98.9
A,Const,10%,23.27606644,788.6457207,50.58637776,806.7164972,6.907059462,18.21788427,52.12252714,961.0917764,95.1697475,965.1580417,29.5,62.7,54.2,98.6
A,Const,10%,26.8804804,789.4189448,59.83920186,808.430937,7.689440129,19.97633679,53.39240394,961.0511893,98.53723691,965.1737011,34.1,74,55.6,102.1
A,Const,10%,26.04295188,790.1623071,48.4396217,806.1029299,8.33280075,17.28192093,49.79262067,961.0291796,95.55433236,964.9537497,33,60.1,51.8,99
A,Const,10%,21.74871293,787.2099018,51.13021012,806.3401338,6.029045871,18.62286102,50.91521421,960.9774349,98.44374649,965.0806951,27.6,63.4,53,102
A,Const,10%,29.72323079,789.3199328,56.78444487,808.1298638,7.742659598,19.18482516,51.20846266,960.9759408,97.46717759,965.0995731,37.7,70.3,53.3,101
A,Const,10%,26.86233554,789.6304722,54.88927475,808.3929823,7.979636247,19.47927034,50.6972088,961.011497,101.4218567,965.231779,34,67.9,52.8,105.1
A,Const,10%,22.81576055,788.0654421,42.30616866,802.0846108,6.677647356,14.8279214,47.56455887,960.9359075,89.12253067,964.689666,29,52.7,49.5,92.4
A,Const,10%,27.74228878,790.302328,49.57745003,805.416575,8.131542872,16.91651677,50.87727568,961.0388272,93.34749063,964.9568051,35.1,61.6,52.9,96.7
A,Const,10%,25.0308239,788.440058,55.39480217,806.7742988,6.906510697,18.48566665,50.3011276,960.9497467,101.5819098,965.0012209,31.7,68.7,52.3,105.3
A,Const,10%,25.72392689,788.621878,52.27043134,806.3260334,7.161743173,18.01159848,49.70934382,960.9400944,99.4898835,964.9961881,32.6,64.8,51.7,103.1
A,Const,10%,32.19705358,792.2989435,58.83204899,810.0930421,9.826278664,20.23060289,53.8344725,961.1455528,101.970366,965.469373,40.6,72.6,56,105.6
A,Const,10%,25.33531503,789.3064287,58.25705545,809.0262639,7.715048149,20.05211259,51.34326254,960.9757067,99.99490341,965.1027152,32.1,72,53.4,103.6
A,Const,10%,24.58262732,789.0625146,53.52336779,807.9477582,7.463232392,19.17779026,51.11856585,961.0286778,99.5998959,965.2501946,31.2,66.2,53.2,103.2
A,Const,10%,21.91814752,787.3369515,46.04730876,802.836353,6.077134426,15.71575998,47.98527779,960.9123285,90.20101086,964.7193388,27.8,57.4,49.9,93.5
A,Const,10%,31.87679621,790.5762566,60.98548225,810.6638472,8.743675357,20.94079453,52.21489061,960.9811527,98.42755719,965.015117,40.3,75.2,54.3,102
A,Const,10%,13.4237157,785.1594347,37.78794042,798.4093752,4.339103453,13.10274579,43.85035885,960.8315381,88.08308705,964.4435625,17.1,47.3,45.6,91.3
A,Const,10%,30.80161455,791.1512763,59.3979737,810.2490228,9.089772571,20.52336058,52.54698348,961.0539931,98.41844214,965.09174,38.9,73.3,54.7,102
A,Const,10%,26.1536297,789.8438528,53.97363136,806.8743597,7.934952254,17.92954018,53.08742685,961.0239095,97.75612749,965.191596,33.1,66.9,55.2,101.3
A,Const,10%,19.13707658,786.1233085,49.91136298,803.2102243,5.071336435,16.41307627,45.65517796,960.8793344,91.27259458,964.6304588,24.3,62.1,47.5,94.6
A,Const,10%,32.69031825,792.0075891,59.68343815,811.2530151,9.961866282,20.64727836,54.23068606,961.0538355,101.8019913,965.4138118,41.3,73.6,56.4,105.4
A,Const,10%,28.8706141,791.7089706,50.5656098,806.8118506,9.674375115,17.77565871,51.91441005,961.0324827,93.33878543,965.1138472,36.5,62.7,54,96.7
A,Const,10%,28.02562438,790.4866617,52.25446753,806.5409946,8.471668832,17.93970508,52.64123926,961.0400991,97.23293112,965.2309871,35.5,64.8,54.8,100.7
A,Const,10%,30.20358787,791.3207577,61.62733583,810.7701334,9.22813134,21.01654834,51.13142386,961.0615868,100.0873561,965.242727,38.2,76,53.2,103.7
A,Const,10%,21.44028987,788.4375972,53.18699424,804.8323505,6.757291611,17.0674797,49.68925484,960.9814892,99.92476896,965.1856011,27.2,66.1,51.7,103.5
A,Const,10%,35.67899843,793.9100618,59.56133665,812.1498324,11.2573317,20.89010235,56.82975443,961.0644998,100.3338771,965.3091717,44.9,73.3,59.1,103.9
A,Const,10%,25.42124287,788.321466,48.95648018,805.1739615,6.925645128,17.07925771,50.66279468,960.9362837,93.07497918,964.9370297,32.2,60.8,52.7,96.5
A,Const,10%,28.5356622,789.2518622,55.35200525,808.3116763,7.682461815,19.39263223,52.87628878,960.9876698,99.14435247,965.1863581,36.2,68.5,55,102.7
A,Const,10%,27.97156208,790.3860928,47.16134759,804.4337248,8.625725176,16.3324041,52.70116316,961.055367,93.13939343,965.0395826,35.4,58.6,54.8,96.5
A,Const,10%,21.48873974,788.2006163,52.65363712,806.206842,6.654666918,18.17160788,49.34070447,961.0017851,97.70591059,964.9609575,27.3,65.3,51.3,101.3
A,Const,10%,26.64987465,789.6327242,51.98323874,807.4585858,8.12162637,18.68597108,52.63774778,961.0609089,94.45615774,965.2215455,33.7,64.4,54.8,97.9
A,Const,10%,21.00222505,786.6600646,49.36516768,804.3052132,5.49497813,16.83350923,48.21711095,960.9344966,94.02939958,964.8772197,26.7,61.4,50.2,97.5
A,Const,10%,24.00456624,788.5584628,48.74043375,804.2887209,6.92544252,16.65519997,49.96601381,960.9788245,96.5953128,964.8621663,30.4,60.6,52,100.1
A,Const,10%,31.31761655,792.1665464,58.6510669,810.3665537,10.02700448,20.51150813,50.48475683,960.9774007,98.58850882,965.0831741,39.5,72.4,52.5,102.2
A,Const,10%,23.30121047,788.5561256,48.65514094,805.3069154,7.351959874,17.55842193,52.87375055,960.9854737,99.70339367,965.2591443,29.5,60.4,55,103.3
A,Const,10%,19.87710456,786.9912361,53.62181614,808.0677941,5.436022128,19.52146113,47.78488532,960.9122432,98.77225362,965.0190735,25.3,66.4,49.7,102.4
A,Const,10%,29.17077426,790.7378458,54.30381277,807.7916468,8.63562949,18.66850683,54.50476884,961.1144138,101.9184731,965.3458397,36.9,67.2,56.7,105.6
A,Const,10%,22.94462471,787.9915156,50.62700441,805.2113713,6.548932354,17.54456956,50.98564466,961.0506374,102.8236648,965.0814311,29.1,62.9,53.1,106.5
A,Const,10%,23.99875188,787.3314988,53.34020743,806.3227458,5.946037613,18.22341098,48.27388268,960.9068538,97.93794834,965.0057825,30.5,66.2,50.2,101.5
A,Const,10%,26.33278095,789.4317878,57.06732648,810.129849,7.780305041,20.84553422,55.2052652,961.0517017,105.8242218,965.6245428,33.4,70.4,57.4,109.6
A,Const,10%,28.46028593,790.0694171,57.5111531,809.6961341,8.170590686,20.29438145,51.79123544,961.0992925,100.7834602,965.2839266,36,71,53.9,104.4
A,Const,10%,24.04267627,787.246887,59.05046495,807.5510994,6.129580609,19.03758469,49.89000845,960.9800128,103.0135342,965.1314906,30.5,73.1,51.9,106.7
A,Const,10%,21.95214029,786.0387675,46.95481349,803.1193899,5.074336218,16.24331136,48.16773182,960.8701984,92.81422613,964.7658225,27.9,58.5,50.1,96.2
A,Const,10%,36.06254306,794.393832,66.16335272,814.754446,11.81932804,23.0357788,58.34024601,961.2073998,103.9466916,965.6821209,45.4,81.2,60.7,107.6
A,Const,10%,28.37031208,789.4919877,65.4347368,811.948267,7.740008707,22.29641425,53.72348526,961.007966,104.6883301,965.2829917,35.9,80.6,55.9,108.5
A,Const,10%,25.21975197,789.6280218,51.85065852,806.1995594,7.869567738,17.80760301,51.19369867,961.0272168,97.44592547,965.2706721,31.9,64.3,53.3,101
